Row.names	SAMN14088077	SAMN14088076	SAMN14088075	median_TPM	gene_id.84	gene_type.84	chr	start	stop	loc.84	gene_name.107	gene_type.107	chr.107	start.107	stop.107	loc.107	gene_id.107
ATP5G1	261.1969	294.21316	257.9324	261.1969	ENSG00000159199	protein_coding	chr17	48892765	48895871	chr17:48892765	ATP5MC1	protein_coding	chr17	48892765	48895871	chr17:48892765	ENSG00000159199
ATP5G2	444.97423	458.390775	464.30629	458.390775	ENSG00000135390	protein_coding	chr12	53632726	53677408	chr12:53632726	ATP5MC2	protein_coding	chr12	53632726	53677408	chr12:53632726	ENSG00000135390
ATP5G3	590.67063	600.9216	581.0906	590.67063	ENSG00000154518	protein_coding	chr2	175176258	175184607	chr2:175176258	ATP5MC3	protein_coding	chr2	175176258	175181710	chr2:175176258	ENSG00000154518
ATP5H	362.7001	360.4499	369.4399	362.7001	ENSG00000167863	protein_coding	chr17	75038863	75046985	chr17:75038863	ATP5PD	protein_coding	chr17	75038863	75046985	chr17:75038863	ENSG00000167863
ATP5I	436.581	477.037	462.314	462.314	ENSG00000169020	protein_coding	chr4	672436	674338	chr4:672436	ATP5ME	protein_coding	chr4	672436	674330	chr4:672436	ENSG00000169020
ATP5J	420.6931426396	424.18366883913	392.56268016	420.6931426396	ENSG00000154723	protein_coding	chr21	25716503	25735673	chr21:25716503	ATP5PF	protein_coding	chr21	25716503	25735673	chr21:25716503	ENSG00000154723
ATP5J2	894.009353	880.699881	866.242239	880.699881	ENSG00000241468	protein_coding	chr7	99448475	99466331	chr7:99448475	ATP5MF	protein_coding	chr7	99448475	99466186	chr7:99448475	ENSG00000241468
ATP5J2-PTCD1	10.2791	11.4354	11.0112	11.0112	ENSG00000248919	protein_coding	chr7	99419749	99466197	chr7:99419749	ATP5MF-PTCD1	protein_coding	chr7	99419749	99466197	chr7:99419749	ENSG00000248919
ATP5L	167.77	168.261	166.063	167.77	ENSG00000167283	protein_coding	chr11	118401154	118431496	chr11:118401154	ATP5MG	protein_coding	chr11	118401346	118433278	chr11:118401346	ENSG00000167283
ATP5O	416.029	404.567	414.866	414.866	ENSG00000241837	protein_coding	chr21	33903453	33915980	chr21:33903453	ATP5PO	protein_coding	chr21	33903453	33915814	chr21:33903453	ENSG00000241837
ATP5S	12.4079	12.393256	11.99934	12.393256	ENSG00000125375	protein_coding	chr14	50312326	50335558	chr14:50312326	DMAC2L	protein_coding	chr14	50312324	50335558	chr14:50312324	ENSG00000125375
ATP5SL	39.3749687	39.6068766723	38.06033	39.3749687	ENSG00000105341	protein_coding	chr19	41431318	41440717	chr19:41431318	DMAC2	protein_coding	chr19	41431318	41440717	chr19:41431318	ENSG00000105341
ATP6AP1	106.9996	108.12098	108.65448	108.12098	ENSG00000071553	protein_coding	chrX	154428632	154436516	chrX:154428632	ATP6AP1	protein_coding	chrX	154428633	154436516	chrX:154428633	ENSG00000071553
ATP6AP2	116.629	122.922	115.559	116.629	ENSG00000182220	protein_coding	chrX	40580908	40606637	chrX:40580908	ATP6AP2	protein_coding	chrX	40579372	40606848	chrX:40579372	ENSG00000182220
ATP6V0A1	43.66383916196	43.34515009	42.7984794	43.34515009	ENSG00000033627	protein_coding	chr17	42458844	42522611	chr17:42458844	ATP6V0A1	protein_coding	chr17	42458844	42522582	chr17:42458844	ENSG00000033627
ATP6V0A2	20.667604	19.546273	20.286822	20.286822	ENSG00000185344	protein_coding	chr12	123712318	123761755	chr12:123712318	ATP6V0A2	protein_coding	chr12	123712353	123761755	chr12:123712353	ENSG00000185344
ATP6V0B	131.973779	141.25348	134.639882	134.639882	ENSG00000117410	protein_coding	chr1	43974487	43978295	chr1:43974487	ATP6V0B	protein_coding	chr1	43974487	43978295	chr1:43974487	ENSG00000117410
ATP6V0C	165.9498	178.0519	163.7008	165.9498	ENSG00000185883	protein_coding	chr16	2513870	2520218	chr16:2513870	ATP6V0C	protein_coding	chr16	2513952	2520218	chr16:2513952	ENSG00000185883
ATP6V0D1	67.74081	64.26667263	67.0499600014395	67.0499600014395	ENSG00000159720	protein_coding	chr16	67438014	67481237	chr16:67438014	ATP6V0D1	protein_coding	chr16	67438014	67481181	chr16:67438014	ENSG00000159720
ATP6V0E1	140.16544	139.76625	138.83641	139.76625	ENSG00000113732	protein_coding	chr5	172983757	173035445	chr5:172983757	ATP6V0E1	protein_coding	chr5	172983771	173035445	chr5:172983771	ENSG00000113732
ATP6V0E2	61.9507340002369	62.3663121036314	64.2132440095025	62.3663121036314	ENSG00000171130	protein_coding	chr7	149872968	149880698	chr7:149872968	ATP6V0E2	protein_coding	chr7	149872968	149891204	chr7:149872968	ENSG00000171130
ATP6V0E2-AS1	5.03809	4.46754	4.70353	4.70353	ENSG00000204934	antisense	chr7	149867697	149880610	chr7:149867697	ATP6V0E2-AS1	lncRNA	chr7	149867697	149880610	chr7:149867697	ENSG00000204934
ATP6V1A	101.893	101.395	100.753	101.395	ENSG00000114573	protein_coding	chr3	113747019	113812056	chr3:113747019	ATP6V1A	protein_coding	chr3	113747033	113812056	chr3:113747033	ENSG00000114573
ATP6V1B1	0.997997	1.011718	1.18507	1.011718	ENSG00000116039	protein_coding	chr2	70935882	70965406	chr2:70935882	ATP6V1B1	protein_coding	chr2	70935900	70965431	chr2:70935900	ENSG00000116039
ATP6V1B1-AS1	5.24249	3.79402	4.45168	4.45168	ENSG00000239322	antisense	chr2	70941817	70948610	chr2:70941817	ATP6V1B1-AS1	lncRNA	chr2	70941817	70948610	chr2:70941817	ENSG00000239322
ATP6V1B2	49.9971	49.4843	50.2489	49.9971	ENSG00000147416	protein_coding	chr8	20197367	20226819	chr8:20197367	ATP6V1B2	protein_coding	chr8	20197381	20226819	chr8:20197381	ENSG00000147416
ATP6V1C1	75.147	70.4305	72.2115	72.2115	ENSG00000155097	protein_coding	chr8	103021063	103073051	chr8:103021063	ATP6V1C1	protein_coding	chr8	103021063	103073051	chr8:103021063	ENSG00000155097
ATP6V1C2	2.3809723	2.904325	2.235964310828	2.3809723	ENSG00000143882	protein_coding	chr2	10721649	10785110	chr2:10721649	ATP6V1C2	protein_coding	chr2	10721100	10785110	chr2:10721100	ENSG00000143882
ATP6V1D	124.3103	125.66305	118.27687	124.3103	ENSG00000100554	protein_coding	chr14	67294371	67360265	chr14:67294371	ATP6V1D	protein_coding	chr14	67294371	67360265	chr14:67294371	ENSG00000100554
ATP6V1E1	147.0639	144.5079	151.2487	147.0639	ENSG00000131100	protein_coding	chr22	17592136	17628818	chr22:17592136	ATP6V1E1	protein_coding	chr22	17592136	17628749	chr22:17592136	ENSG00000131100
ATP6V1E2	2.221323	2.818668	3.247531	2.818668	ENSG00000250565	protein_coding	chr2	46490750	46542557	chr2:46490750	ATP6V1E2	protein_coding	chr2	46490750	46542577	chr2:46490750	ENSG00000250565
ATP6V1F	198.2335	194.2348	199.1019	198.2335	ENSG00000128524	protein_coding	chr7	128862826	128865844	chr7:128862826	ATP6V1F	protein_coding	chr7	128862856	128865847	chr7:128862856	ENSG00000128524
ATP6V1G1	213.772	215.478	211.814	213.772	ENSG00000136888	protein_coding	chr9	114587746	114598373	chr9:114587746	ATP6V1G1	protein_coding	chr9	114587706	114598915	chr9:114587706	ENSG00000136888
ATP6V1G2-DDX39B	111.092	118.366	118.354	118.354	ENSG00000254870	protein_coding	chr6	31530219	31546608	chr6:31530219	ATP6V1G2-DDX39B	protein_coding	chr6	31530219	31546608	chr6:31530219	ENSG00000254870
ATP6V1H	44.53133	44.339417	42.41584	44.339417	ENSG00000047249	protein_coding	chr8	53715557	53843558	chr8:53715557	ATP6V1H	protein_coding	chr8	53715543	53843558	chr8:53715543	ENSG00000047249
ATP7A	6.245747	6.01178000449168	6.11520500261321	6.11520500261321	ENSG00000165240	protein_coding	chrX	77910656	78050395	chrX:77910656	ATP7A	protein_coding	chrX	77910690	78050395	chrX:77910690	ENSG00000165240
ATP7B	9.76695000071562	9.58111513214274	9.4543544541	9.58111513214274	ENSG00000123191	protein_coding	chr13	51930436	52012125	chr13:51930436	ATP7B	protein_coding	chr13	51930436	52012125	chr13:51930436	ENSG00000123191
ATP8A1	8.707092	8.719293	8.757433	8.719293	ENSG00000124406	protein_coding	chr4	42408373	42657105	chr4:42408373	ATP8A1	protein_coding	chr4	42408373	42657121	chr4:42408373	ENSG00000124406
ATP8B2	32.69557	33.23412	33.85968	33.23412	ENSG00000143515	protein_coding	chr1	154325553	154351307	chr1:154325553	ATP8B2	protein_coding	chr1	154325525	154351304	chr1:154325525	ENSG00000143515
ATP9A	12.58306	11.82616	12.49457	12.49457	ENSG00000054793	protein_coding	chr20	51596514	51768634	chr20:51596514	ATP9A	protein_coding	chr20	51596514	51768390	chr20:51596514	ENSG00000054793
ATP9B	39.515486	36.513936	38.62997	38.62997	ENSG00000166377	protein_coding	chr18	79069285	79378283	chr18:79069285	ATP9B	protein_coding	chr18	79069285	79378287	chr18:79069285	ENSG00000166377
ATPAF1	106.95785	110.21683	103.74746665656	106.95785	ENSG00000123472	protein_coding	chr1	46632737	46673867	chr1:46632737	ATPAF1	protein_coding	chr1	46632737	46673867	chr1:46632737	ENSG00000123472
ATPAF2	16.29355	19.0474	15.94268	16.29355	ENSG00000171953	protein_coding	chr17	17977409	18039209	chr17:17977409	ATPAF2	protein_coding	chr17	17977409	18039209	chr17:17977409	ENSG00000171953
ATPIF1	510.16586	527.20168	497.30473	510.16586	ENSG00000130770	protein_coding	chr1	28236109	28246906	chr1:28236109	ATP5IF1	protein_coding	chr1	28236109	28246906	chr1:28236109	ENSG00000130770
ATR	14.8776	14.4546	14.8855	14.8776	ENSG00000175054	protein_coding	chr3	142449235	142578826	chr3:142449235	ATR	protein_coding	chr3	142449007	142578733	chr3:142449007	ENSG00000175054
ATRAID	87.5758045762	89.92390518108	89.29164665159	89.29164665159	ENSG00000138085	protein_coding	chr2	27212027	27217178	chr2:27212027	ATRAID	protein_coding	chr2	27212041	27217178	chr2:27212041	ENSG00000138085
ATRIP	20.627758	20.14391	20.631168	20.627758	ENSG00000164053	protein_coding	chr3	48446710	48465716	chr3:48446710	ATRIP	protein_coding	chr3	48446710	48467645	chr3:48446710	ENSG00000164053
ATRN	15.49391	15.03978	17.13258	15.49391	ENSG00000088812	protein_coding	chr20	3471040	3651122	chr20:3471040	ATRN	protein_coding	chr20	3471018	3651118	chr20:3471018	ENSG00000088812
ATRNL1	4.445283	3.915009	4.62884	4.445283	ENSG00000107518	protein_coding	chr10	115093365	115948992	chr10:115093365	ATRNL1	protein_coding	chr10	115093365	115948999	chr10:115093365	ENSG00000107518
ATRX	24.90773	25.57767	26.06236	25.57767	ENSG00000085224	protein_coding	chrX	77504878	77786269	chrX:77504878	ATRX	protein_coding	chrX	77504880	77786233	chrX:77504880	ENSG00000085224
ATXN1	4.80145	4.50007	4.94687	4.80145	ENSG00000124788	protein_coding	chr6	16299112	16761491	chr6:16299112	ATXN1	protein_coding	chr6	16299112	16761491	chr6:16299112	ENSG00000124788
ATXN10	204.927703	196.139500007991	194.744500785512	196.139500007991	ENSG00000130638	protein_coding	chr22	45671798	45845307	chr22:45671798	ATXN10	protein_coding	chr22	45671798	45845307	chr22:45671798	ENSG00000130638
ATXN1L	12.2054	11.791	12.4353	12.2054	ENSG00000224470	protein_coding	chr16	71845991	71885268	chr16:71845991	ATXN1L	protein_coding	chr16	71808439	71885268	chr16:71808439	ENSG00000224470
ATXN2	28.652808718	27.6951600198469	29.2394843	28.652808718	ENSG00000204842	protein_coding	chr12	111452214	111599676	chr12:111452214	ATXN2	protein_coding	chr12	111443485	111599676	chr12:111443485	ENSG00000204842
ATXN2L	50.688578	50.166744	50.412892	50.412892	ENSG00000168488	protein_coding	chr16	28823035	28837237	chr16:28823035	ATXN2L	protein_coding	chr16	28822999	28837237	chr16:28822999	ENSG00000168488
ATXN3	19.322139889666	19.5289930505796	20.37005147148	19.5289930505796	ENSG00000066427	protein_coding	chr14	92038652	92106621	chr14:92038652	ATXN3	protein_coding	chr14	92044496	92106621	chr14:92044496	ENSG00000066427
ATXN7	11.470684	11.03761	11.2494900043875	11.2494900043875	ENSG00000163635	protein_coding	chr3	63864557	64003462	chr3:63864557	ATXN7	protein_coding	chr3	63863155	64003462	chr3:63863155	ENSG00000163635
ATXN7L1	4.08466	4.213191	4.155566	4.155566	ENSG00000146776	protein_coding	chr7	105605067	105876604	chr7:105605067	ATXN7L1	protein_coding	chr7	105604772	105876599	chr7:105604772	ENSG00000146776
ATXN7L2	5.43063	5.72451	5.60658	5.60658	ENSG00000162650	protein_coding	chr1	109483479	109492804	chr1:109483479	ATXN7L2	protein_coding	chr1	109483479	109492804	chr1:109483479	ENSG00000162650
ATXN7L3	25.53455	24.41885	27.19314	25.53455	ENSG00000087152	protein_coding	chr17	44191805	44200113	chr17:44191805	ATXN7L3	protein_coding	chr17	44191805	44200113	chr17:44191805	ENSG00000087152
ATXN7L3B	41.6474	41.6869	42.0584	41.6869	ENSG00000253719	protein_coding	chr12	74537827	74545430	chr12:74537827	ATXN7L3B	protein_coding	chr12	74537835	74545430	chr12:74537835	ENSG00000253719
AUH	14.3392	14.29406	13.82787	14.29406	ENSG00000148090	protein_coding	chr9	91213815	91361913	chr9:91213815	AUH	protein_coding	chr9	91213815	91361918	chr9:91213815	ENSG00000148090
AUNIP	25.03395	24.60184	23.05933	24.60184	ENSG00000127423	protein_coding	chr1	25831913	25859458	chr1:25831913	AUNIP	protein_coding	chr1	25831913	25859458	chr1:25831913	ENSG00000127423
AUP1	94.9731	93.4549	95.726	94.9731	ENSG00000115307	protein_coding	chr2	74526645	74529939	chr2:74526645	AUP1	protein_coding	chr2	74526645	74529760	chr2:74526645	ENSG00000115307
AURKA	96.4523933908	91.6304100003677	93.95035717263	93.95035717263	ENSG00000087586	protein_coding	chr20	56369389	56392337	chr20:56369389	AURKA	protein_coding	chr20	56369389	56392337	chr20:56369389	ENSG00000087586
AURKAIP1	110.04355	108.60097	118.67485	110.04355	ENSG00000175756	protein_coding	chr1	1373730	1375495	chr1:1373730	AURKAIP1	protein_coding	chr1	1373730	1375207	chr1:1373730	ENSG00000175756
AURKB	113.10591	119.56873	120.03636	119.56873	ENSG00000178999	protein_coding	chr17	8204733	8210600	chr17:8204733	AURKB	protein_coding	chr17	8204733	8210600	chr17:8204733	ENSG00000178999
AUTS2	20.653447	20.692216	21.604979	20.692216	ENSG00000158321	protein_coding	chr7	69598919	70793068	chr7:69598919	AUTS2	protein_coding	chr7	69598296	70793506	chr7:69598296	ENSG00000158321
AVEN	10.6614	11.2444	11.6628	11.2444	ENSG00000169857	protein_coding	chr15	33866227	34039176	chr15:33866227	AVEN	protein_coding	chr15	33858782	34075155	chr15:33858782	ENSG00000169857
AVL9	15.551209	14.93893	15.528906	15.528906	ENSG00000105778	protein_coding	chr7	32495426	32588721	chr7:32495426	AVL9	protein_coding	chr7	32495426	32588726	chr7:32495426	ENSG00000105778
AVPI1	7.89009	6.99228	7.95666	7.89009	ENSG00000119986	protein_coding	chr10	97677424	97687323	chr10:97677424	AVPI1	protein_coding	chr10	97677424	97687241	chr10:97677424	ENSG00000119986
AXIN1	16.21873	16.79301	16.99768	16.79301	ENSG00000103126	protein_coding	chr16	287440	352673	chr16:287440	AXIN1	protein_coding	chr16	287440	352723	chr16:287440	ENSG00000103126
AXIN2	4.3088907	4.0044968	4.5491	4.3088907	ENSG00000168646	protein_coding	chr17	65528563	65561647	chr17:65528563	AXIN2	protein_coding	chr17	65528563	65561648	chr17:65528563	ENSG00000168646
AZI2	52.39268	50.9445000045443	54.816	52.39268	ENSG00000163512	protein_coding	chr3	28315003	28349127	chr3:28315003	AZI2	protein_coding	chr3	28315003	28349050	chr3:28315003	ENSG00000163512
AZIN1	95.0815	96.6474	95.346	95.346	ENSG00000155096	protein_coding	chr8	102826357	102893864	chr8:102826357	AZIN1	protein_coding	chr8	102826111	102893864	chr8:102826111	ENSG00000155096
AZIN1-AS1	1.6985832	1.244803	2.1626082	1.6985832	ENSG00000253320	antisense	chr8	102864300	102977876	chr8:102864300	MAILR	lncRNA	chr8	102864271	103002424	chr8:102864271	ENSG00000253320
AZIN2	2.524847	2.925082	3.690536	2.925082	ENSG00000142920	protein_coding	chr1	33081104	33120530	chr1:33081104	AZIN2	protein_coding	chr1	33081104	33123492	chr1:33081104	ENSG00000142920
B2M	321.69652	323.74935	310.58949	321.69652	ENSG00000166710	protein_coding	chr15	44711477	44718877	chr15:44711477	B2M	protein_coding	chr15	44711358	44718851	chr15:44711358	ENSG00000166710
B3GALNT2	31.31449	29.46003	30.88904	30.88904	ENSG00000162885	protein_coding	chr1	235449923	235504481	chr1:235449923	B3GALNT2	protein_coding	chr1	235447190	235504452	chr1:235447190	ENSG00000162885
B3GALT1	2.02616	2.29519	1.99318	2.02616	ENSG00000172318	protein_coding	chr2	167868948	167874041	chr2:167868948	B3GALT1	protein_coding	chr2	167293001	167874045	chr2:167293001	ENSG00000172318
B3GALT6	15.1853	15.4608	14.8621	15.1853	ENSG00000176022	protein_coding	chr1	1232265	1235041	chr1:1232265	B3GALT6	protein_coding	chr1	1232237	1235041	chr1:1232237	ENSG00000176022
B3GAT2	3.42236	3.806361	3.663297	3.663297	ENSG00000112309	protein_coding	chr6	70856679	70957038	chr6:70856679	B3GAT2	protein_coding	chr6	70856679	70957060	chr6:70856679	ENSG00000112309
B3GAT3	24.452039	25.9421037	24.69891	24.69891	ENSG00000149541	protein_coding	chr11	62615296	62622175	chr11:62615296	B3GAT3	protein_coding	chr11	62615296	62622154	chr11:62615296	ENSG00000149541
B3GLCT	15.4471	15.2697	15.2504	15.2697	ENSG00000187676	protein_coding	chr13	31199936	31332276	chr13:31199936	B3GLCT	protein_coding	chr13	31199975	31332276	chr13:31199975	ENSG00000187676
B3GNT2	16.59688	14.68459	17.58015	16.59688	ENSG00000170340	protein_coding	chr2	62196113	62224731	chr2:62196113	B3GNT2	protein_coding	chr2	62196115	62224731	chr2:62196115	ENSG00000170340
B3GNT4	1.1397205	1.383183	1.2251482	1.2251482	ENSG00000176383	protein_coding	chr12	122203543	122208952	chr12:122203543	B3GNT4	protein_coding	chr12	122203681	122208952	chr12:122203681	ENSG00000176383
B3GNT5	12.27915	11.871699	11.678824	11.871699	ENSG00000176597	protein_coding	chr3	183253244	183298504	chr3:183253244	B3GNT5	protein_coding	chr3	183253253	183298504	chr3:183253253	ENSG00000176597
B3GNTL1	2.077155	2.776843	2.06568	2.077155	ENSG00000175711	protein_coding	chr17	82942155	83051810	chr17:82942155	B3GNTL1	protein_coding	chr17	82942149	83051809	chr17:82942149	ENSG00000175711
B4GALNT1	5.835508	5.932331	5.453992	5.835508	ENSG00000135454	protein_coding	chr12	57623410	57633355	chr12:57623410	B4GALNT1	protein_coding	chr12	57623409	57633239	chr12:57623409	ENSG00000135454
B4GALNT2	1.97817	2.0126	2.18692	2.0126	ENSG00000167080	protein_coding	chr17	49132460	49176840	chr17:49132460	B4GALNT2	protein_coding	chr17	49132460	49176840	chr17:49132460	ENSG00000167080
B4GALNT3	6.35805	6.20724	7.23315	6.35805	ENSG00000139044	protein_coding	chr12	460364	563509	chr12:460364	B4GALNT3	protein_coding	chr12	459939	563509	chr12:459939	ENSG00000139044
B4GALNT4	4.67289	5.04558	4.55322	4.67289	ENSG00000182272	protein_coding	chr11	369796	382116	chr11:369796	B4GALNT4	protein_coding	chr11	369499	382117	chr11:369499	ENSG00000182272
B4GALT1	16.248	15.7267	16.0485	16.0485	ENSG00000086062	protein_coding	chr9	33104082	33167356	chr9:33104082	B4GALT1	protein_coding	chr9	33104082	33167356	chr9:33104082	ENSG00000086062
B4GALT2	26.445399	27.92773	27.89509	27.89509	ENSG00000117411	protein_coding	chr1	43978943	43991170	chr1:43978943	B4GALT2	protein_coding	chr1	43978943	43991170	chr1:43978943	ENSG00000117411
B4GALT3	46.74732	44.48052	47.69872	46.74732	ENSG00000158850	protein_coding	chr1	161171310	161177968	chr1:161171310	B4GALT3	protein_coding	chr1	161171310	161177968	chr1:161171310	ENSG00000158850
B4GALT4	15.820142349656	14.960320317705	16.12777	15.820142349656	ENSG00000121578	protein_coding	chr3	119211732	119241103	chr3:119211732	B4GALT4	protein_coding	chr3	119211732	119240946	chr3:119211732	ENSG00000121578
B4GALT5	26.7115	25.7544	27.1614	26.7115	ENSG00000158470	protein_coding	chr20	49632945	49713878	chr20:49632945	B4GALT5	protein_coding	chr20	49632945	49713878	chr20:49632945	ENSG00000158470
B4GALT6	24.57077	23.490024	23.854130675628	23.854130675628	ENSG00000118276	protein_coding	chr18	31622247	31685836	chr18:31622247	B4GALT6	protein_coding	chr18	31622246	31685836	chr18:31622246	ENSG00000118276
B4GALT7	11.5878	12.4799	13.1621	12.4799	ENSG00000027847	protein_coding	chr5	177600100	177610347	chr5:177600100	B4GALT7	protein_coding	chr5	177600132	177610330	chr5:177600132	ENSG00000027847
B4GAT1	59.6498	61.7267	61.8187	61.7267	ENSG00000174684	protein_coding	chr11	66345372	66347692	chr11:66345372	B4GAT1	protein_coding	chr11	66345374	66347629	chr11:66345374	ENSG00000174684
B9D1	38.408493	39.14997	39.92425	39.14997	ENSG00000108641	protein_coding	chr17	19337554	19378182	chr17:19337554	B9D1	protein_coding	chr17	19334308	19378193	chr17:19334308	ENSG00000108641
B9D2	1.75966	2.25256	2.03391	2.03391	ENSG00000123810	protein_coding	chr19	41354421	41364173	chr19:41354421	B9D2	protein_coding	chr19	41354417	41364165	chr19:41354417	ENSG00000123810
BAALC-AS1	1.3118962	1.547942	1.347309	1.347309	ENSG00000247081	antisense	chr8	103156990	103298772	chr8:103156990	BAALC-AS1	lncRNA	chr8	103153394	103298772	chr8:103153394	ENSG00000247081
