hek293t	hct116	mcf7	c42b	pct_peaks
CBX3	1	1	1	1	1
HNRNPA2B1	1	0	0	1	0.5
WIPF3	1	1	NA	NA	1
NXPH1	NA	NA	NA	NA	NA
NPY	NA	NA	NA	NA	NA
FAM126A	1	1	0	0	0.5
HOXA7	0	1	NA	NA	0.5
INHBA	NA	NA	0	NA	0
FKBP9	1	1	1	1	1
NT5C3A	1	1	1	1	1
ARL4A	1	1	1	0	0.75
CCZ1	0	0	0	0	0
POLM	1	1	1	1	1
RAMP3	NA	NA	0	NA	0
FTSJ2	1	1	0	1	0.75
TWIST1	1	NA	NA	NA	1
SMU1	1	1	1	1	1
GLIPR2	0	1	0	1	0.5
SLC25A51	1	1	1	1	1
CLTA	1	1	1	1	1
RECK	1	1	NA	1	1
SPINK4	NA	NA	NA	NA	NA
TAF1L	NA	NA	NA	NA	NA
ACO1	1	1	1	1	1
PHF24	NA	NA	NA	NA	NA
DNAI1	NA	NA	NA	NA	NA
DCAF10	1	0	0	1	0.5
CNTFR	0	NA	NA	NA	0
KIAA1549	1	1	1	1	1
TRIM24	1	1	1	1	1
C7orf49	1	1	1	1	1
CALD1	1	0	NA	0	0.333333333333333
AKR1D1	NA	NA	NA	NA	NA
NUDT10	0	NA	NA	NA	0
SFTPA1	NA	0	NA	NA	0
NEUROG3	NA	NA	NA	NA	NA
PLAU	NA	1	0	NA	0.5
SRGN	NA	NA	NA	NA	NA
CHST3	1	1	NA	1	1
BICC1	1	NA	NA	NA	1
CISD1	1	1	1	1	1
EGR2	NA	NA	NA	NA	NA
ECD	1	1	1	0	0.75
P4HA1	1	1	1	1	1
SLC25A16	1	1	1	1	1
ZWINT	0	0	0	0	0
VPS26A	1	1	1	1	1
RBM19	0	0	0	0	0
CIT	1	1	0	1	0.75
IFT81	1	1	1	1	1
ACADS	1	1	1	1	1
HVCN1	NA	NA	NA	NA	NA
DDX54	1	1	1	1	1
MED13L	1	1	1	1	1
CDKN2C	1	1	1	1	1
RNF11	1	1	1	1	1
RASSF8	0	1	0	1	0.5
BHLHE41	0	0	NA	0	0
SSPN	1	NA	NA	NA	1
ITPR2	0	0	1	1	0.5
CCDC91	0	0	0	0	0
NECAB1	0	NA	0	NA	0
WWP1	1	1	1	1	1
ACOT9	0	0	1	0	0.25
PRDX4	1	1	0	1	0.75
DDX39A	1	1	0	0	0.5
PKN1	1	1	1	1	1
C19orf43	1	1	1	1	1
ADGRE5	0	1	0	0	0.25
WDR83	0	0	0	0	0
GIPC1	1	1	1	1	1
ACTRT1	NA	NA	NA	NA	NA
CCDC70	NA	NA	NA	NA	NA
SPRYD7	1	1	1	1	1
EBPL	1	1	1	1	1
ATP7B	1	1	0	1	0.75
ZC3H13	1	1	1	1	1
NLN	0	1	1	1	0.75
CENPK	0	0	0	0	0
OPTN	1	1	0	0	0.5
ITIH5	NA	NA	NA	NA	NA
ATF1	1	1	1	1	1
TSFM	1	1	0	1	0.75
NEUROD4	NA	NA	NA	NA	NA
ARHGAP9	NA	NA	NA	NA	NA
NCKAP1L	NA	NA	NA	NA	NA
MMP19	NA	NA	0	NA	0
PFDN5	1	1	0	1	0.75
SPATS2	1	1	1	1	1
ORMDL2	0	0	0	0	0
NR4A1	1	1	1	1	1
PDE1B	NA	NA	NA	NA	NA
HOXC13	0	0	0	0	0
CDK2	0	0	0	0	0
LRP1	0	0	NA	0	0
HOXC11	0	NA	0	NA	0
ATG101	0	0	0	0	0
NFE2	NA	NA	NA	NA	NA
HOXC12	NA	NA	NA	0	0
IKZF4	1	0	0	0	0.25
SMUG1	0	1	1	0	0.5
TUBA1B	0	1	0	0	0.25
METTL21B	0	0	1	0	0.25
KBTBD4	1	1	0	0	0.5
SARDH	NA	1	NA	NA	1
DBH	NA	NA	NA	NA	NA
ATPAF1	1	1	1	1	1
STIL	0	0	0	0	0
HJURP	1	1	1	1	1
IL13RA2	NA	NA	NA	NA	NA
COL10A1	NA	NA	NA	NA	NA
AMD1	1	1	1	1	1
NDUFAF4	1	1	1	1	1
USP45	1	1	1	1	1
PLP1	NA	NA	NA	NA	NA
SERPINA7	NA	NA	NA	NA	NA
MORF4L2	0	0	0	0	0
H2BFWT	NA	NA	NA	NA	NA
RAB9B	0	NA	1	NA	0.5
NRK	NA	NA	NA	NA	NA
FAM199X	1	1	1	1	1
ESX1	0	NA	NA	NA	0
MAGEA9	NA	NA	NA	NA	NA
ATXN3L	NA	NA	NA	NA	NA
RAB9A	1	1	1	0	0.75
METTL8	1	1	1	0	0.75
TTC21B	1	1	1	1	1
NMI	1	1	1	NA	1
TNFAIP6	NA	NA	NA	NA	NA
ACVR1C	1	NA	NA	NA	1
BAZ2B	1	1	1	1	1
SLC36A1	0	0	0	0	0
LPGAT1	1	1	1	1	1
BATF3	1	1	NA	NA	1
G0S2	0	NA	NA	NA	0
KCNJ2	NA	NA	NA	NA	NA
RAP2C	1	1	1	1	1
EXOSC9	1	1	1	1	1
PLA2G12A	1	1	1	1	1
B9D2	0	1	0	0	0.25
ADCK4	0	0	1	0	0.25
PFKFB2	0	0	0	0	0
C4BPA	NA	NA	NA	NA	NA
C4BPB	NA	NA	NA	NA	NA
RAB38	0	1	NA	NA	0.5
GPR83	NA	NA	NA	NA	NA
AGO2	1	1	1	1	1
MXD4	1	1	1	1	1
CKS2	1	1	1	1	1
DAW1	NA	NA	NA	NA	NA
ACSL3	1	1	1	1	1
CHPF	1	1	1	1	1
DNPEP	1	1	1	1	1
INHA	NA	NA	NA	NA	NA
MOGAT1	NA	NA	NA	NA	NA
OBSL1	1	0	1	NA	0.666666666666667
FAM124B	NA	NA	NA	NA	NA
SLC12A4	1	1	0	NA	0.666666666666667
ENKD1	1	1	0	1	0.75
MC3R	NA	NA	NA	NA	NA
GCNT7	NA	NA	NA	NA	NA
CTCFL	NA	NA	NA	NA	NA
HMGB1P1	0	NA	0	0	0
FAM210B	1	1	1	1	1
PI3	NA	NA	NA	NA	NA
FAM209A	NA	NA	NA	NA	NA
SNX21	1	1	1	0	0.75
SLPI	NA	0	NA	0	0
WFDC3	NA	1	NA	NA	1
TTPAL	1	1	0	1	0.75
PREX1	1	1	0	NA	0.666666666666667
KCNS1	NA	NA	NA	NA	NA
SLC12A5	0	NA	1	NA	0.5
ARHGAP40	NA	0	NA	NA	0
SDC4	0	1	1	1	0.75
NCOA3	1	1	0	0	0.5
PIGT	1	1	1	0	0.75
SEMG2	NA	NA	NA	NA	NA
MATN4	NA	NA	NA	NA	NA
NCOA5	1	1	1	1	1
VAPB	1	1	1	1	1
PARD6B	1	1	0	1	0.75
ATP5E	1	1	1	1	1
CHD6	1	1	1	1	1
PLCG1	1	1	1	1	1
TOX2	0	0	0	NA	0
SRSF6	1	1	1	1	1
GDAP1L1	NA	NA	NA	NA	NA
GTSF1L	NA	NA	NA	NA	NA
ARFGEF2	1	1	0	1	0.75
ZNFX1	1	1	1	0	0.75
ZNF831	NA	NA	NA	NA	NA
EDN3	NA	NA	NA	NA	NA
CSE1L	1	1	1	1	1
TMEM189-UBE2V1	1	1	1	1	1
RAB22A	1	1	1	1	1
PTGIS	NA	NA	NA	NA	NA
STAU1	1	1	1	1	1
CDH26	NA	NA	0	NA	0
SNAI1	NA	1	0	1	0.666666666666667
MOCS3	1	1	1	1	1
STX16	1	1	1	1	1
PMEPA1	0	NA	0	0	0
RNF114	1	1	0	1	0.75
ANKRD60	NA	NA	NA	NA	NA
DDX27	0	0	0	0	0
RBPJL	NA	NA	NA	NA	NA
SEMG1	NA	NA	NA	NA	NA
C20orf85	NA	NA	NA	NA	NA
BCAS4	1	1	0	1	0.75
KCNK15	NA	NA	0	NA	0
TP53TG5	NA	NA	NA	NA	NA
PCK1	NA	NA	NA	NA	NA
ZBP1	NA	NA	NA	NA	NA
NEURL2	NA	NA	NA	0	0
MAGEA10	NA	NA	NA	0	0
MTRR	0	0	1	1	0.5
FASTKD3	1	1	0	0	0.5
PEPD	1	1	1	0	0.75
CHST8	1	NA	NA	NA	1
IQSEC2	0	1	0	1	0.5
VAMP7	0	0	0	0	0
IL9R	NA	NA	NA	NA	NA
XG	NA	NA	NA	0	0
STAMBP	1	1	1	1	1
NAGK	1	0	1	0	0.5
MCEE	0	0	0	1	0.25
PAIP2B	0	0	0	0	0
SNRNP27	1	1	1	1	1
MPHOSPH10	1	1	1	0	0.75
IL17C	NA	NA	NA	NA	NA
ATP8A1	0	NA	NA	NA	0
USP22	1	1	1	1	1
POF1B	NA	NA	0	NA	0
HIF3A	NA	NA	NA	NA	NA
ZNF576	1	1	1	0	0.75
IRGC	NA	NA	NA	NA	NA
ZNF45	1	1	1	1	1
LYPD3	NA	0	1	NA	0.5
PSG8	NA	NA	NA	NA	NA
CEACAM8	NA	NA	NA	NA	NA
NDP	NA	NA	NA	0	0
USP9X	1	1	1	1	1
CRISP2	NA	NA	NA	NA	NA
F13A1	NA	NA	NA	NA	NA
GRM4	NA	1	1	NA	1
TRERF1	1	1	1	1	1
PACSIN1	NA	0	0	0	0
BTN2A2	1	1	0	1	0.75
SIRT5	1	1	1	1	1
MRS2	1	1	1	1	1
WRNIP1	1	1	1	1	1
RRP36	1	1	1	1	1
BTN1A1	NA	NA	NA	NA	NA
SNRPC	1	1	1	1	1
SLC17A3	NA	NA	NA	NA	NA
SLC17A1	NA	NA	NA	NA	NA
SERPINB6	1	1	1	1	1
XPO5	1	1	1	1	1
ABCC10	1	1	1	1	1
HIST1H1D	NA	NA	0	NA	0
PEX6	1	1	1	1	1
NQO2	1	1	1	1	1
OARD1	0	1	1	0	0.5
UNC5CL	NA	NA	NA	NA	NA
AARS2	1	1	1	1	1
HIST1H1A	NA	NA	NA	NA	NA
ZNF391	1	NA	1	1	1
RPS10	1	1	1	0	0.75
MOCS1	0	0	0	0	0
HIST1H2BJ	0	0	0	0	0
MED20	0	0	0	0	0
OR2B6	NA	NA	NA	0	0
TBCC	1	1	1	1	1
SPDEF	NA	NA	1	1	1
TCP11	NA	NA	NA	NA	NA
MAD2L1BP	1	1	0	1	0.75
APOBEC2	NA	NA	NA	NA	NA
KLHDC3	0	0	0	0	0
GNMT	NA	NA	NA	0	0
DNAH8	NA	NA	NA	NA	NA
TREM1	NA	NA	NA	NA	NA
MEA1	1	1	1	1	1
KLHL31	NA	NA	NA	NA	NA
COL21A1	NA	NA	NA	NA	NA
CDKN1A	0	1	0	0	0.25
SOX4	0	0	0	0	0
GLO1	1	1	1	1	1
CPNE5	NA	NA	NA	NA	NA
KCNK17	NA	NA	NA	NA	NA
RREB1	0	0	0	0	0
SSR1	1	1	1	1	1
RIOK1	0	0	1	1	0.5
NRN1	1	NA	0	1	0.666666666666667
SLC35B3	1	1	1	1	1
RPP40	1	1	1	1	1
ATXN1	0	0	0	NA	0
NUP153	0	0	0	0	0
DEK	1	1	1	1	1
EEF1E1	1	1	1	1	1
CRISP1	NA	NA	NA	NA	NA
RUNX2	NA	NA	1	0	0.5
OPN5	NA	NA	NA	NA	NA
GCM2	NA	NA	NA	NA	NA
LRRFIP1	1	1	1	1	1
RAB17	NA	0	1	1	0.666666666666667
CXCL6	NA	NA	NA	NA	NA
EREG	NA	1	0	NA	0.5
TRIM51	NA	NA	NA	NA	NA
DKFZP434K028	NA	NA	NA	NA	NA
MYRF	0	1	NA	NA	0.5
SCGB1D2	NA	NA	NA	NA	NA
SCGB2A1	NA	NA	NA	0	0
AHNAK	1	1	0	0	0.5
EMC3	1	1	1	1	1
SSUH2	NA	NA	NA	0	0
WNT1	NA	NA	NA	NA	NA
SH3TC1	NA	1	NA	1	1
CNOT1	1	1	0	1	0.75
BBS2	1	1	1	1	1
MT1G	NA	NA	NA	NA	NA
MT2A	1	1	0	0	0.5
C16orf70	1	1	1	1	1
GOT2	0	0	0	0	0
DOK4	0	1	1	0	0.5
PIWIL1	NA	NA	NA	NA	NA
GPR18	NA	NA	NA	NA	NA
CLYBL	1	1	NA	0	0.666666666666667
TMTC4	1	1	1	1	1
RAP2A	0	1	1	0	0.5
SLC10A2	NA	NA	NA	NA	NA
ABCC4	1	1	0	1	0.75
EFNB2	1	1	1	1	1
SOX21	1	NA	NA	NA	1
TM9SF2	1	1	1	1	1
C17orf53	1	1	1	1	1
KIF25	NA	NA	NA	NA	NA
IRF1	1	1	1	0	0.75
UPF3B	1	1	0	1	0.75
RNF113A	1	1	1	1	1
SEPT6	1	0	NA	0	0.333333333333333
TMEM255A	1	NA	NA	NA	1
NDUFA1	0	0	0	0	0
AMELX	NA	NA	NA	NA	NA
ATP5S	0	1	0	1	0.5
BMP4	0	1	1	NA	0.666666666666667
PTGER2	NA	NA	NA	NA	NA
FAM193A	0	0	0	0	0
GRK4	0	0	0	0	0
SOX9	1	1	0	0	0.5
TEKT3	NA	NA	NA	NA	NA
MYH2	NA	NA	NA	NA	NA
HS3ST3B1	0	NA	0	NA	0
SLC25A35	1	1	0	1	0.75
MRPS7	0	0	0	1	0.25
GGA3	1	1	1	1	1
ARMC7	1	1	0	0	0.5
NUP85	1	1	0	1	0.75
SLC25A19	1	1	0	0	0.5
MIF4GD	1	1	1	1	1
NT5C	1	1	1	1	1
MSTO1	0	0	0	0	0
C1orf61	NA	1	NA	NA	1
TTF1	1	1	1	1	1
GTF3C4	0	0	0	0	0
DDX31	1	1	1	1	1
BARHL1	NA	NA	NA	NA	NA
KIR2DL1	NA	NA	NA	NA	NA
PPP1R12C	1	1	1	1	1
MBOAT7	1	1	1	1	1
SRMS	NA	0	NA	NA	0
OPRL1	NA	NA	NA	NA	NA
LINC00029	NA	NA	NA	NA	NA
SLC2A4RG	1	1	1	1	1
NPBWR2	NA	NA	NA	NA	NA
C20orf195	NA	0	NA	NA	0
BHLHE23	NA	NA	NA	NA	NA
PPDPF	1	1	1	1	1
IL1B	NA	NA	NA	NA	NA
PLGLB2	NA	NA	0	0	0
IL37	NA	NA	NA	NA	NA
CHCHD5	1	1	1	1	1
PAX8	NA	1	NA	NA	1
INSIG2	0	1	1	0	0.5
POLR1B	1	1	1	1	1
CCDC93	1	1	1	1	1
PSD4	NA	1	1	1	1
SLC25A23	1	0	0	0	0.25
PSPN	NA	0	NA	0	0
GTF2F1	1	1	1	1	1
ALKBH7	1	1	1	1	1
CLPP	1	1	1	1	1
TNFSF9	0	1	NA	0	0.333333333333333
GRIA3	NA	NA	NA	NA	NA
THOC2	0	0	0	0	0
MED1	0	1	1	1	0.75
RPL23	1	1	0	1	0.75
ATG4C	1	1	1	1	1
CD70	0	NA	NA	NA	0
C3	NA	0	NA	NA	0
SH2D3A	0	0	0	NA	0
TRIP10	1	1	0	0	0.5
GPR108	0	0	0	0	0
TNFSF14	NA	NA	NA	NA	NA
FOSB	NA	0	0	NA	0
OPA3	0	0	0	0	0
SNRPD2	1	1	1	1	1
RTN2	0	0	0	0	0
EML2	1	1	0	0	0.5
VASP	0	1	0	0	0.25
SYMPK	0	1	0	0	0.25
GPCPD1	1	1	1	1	1
SDCBP2	NA	0	0	NA	0
PANK2	1	1	0	0	0.5
TGM3	NA	NA	NA	NA	NA
GNRH2	0	NA	NA	0	0
DEFB126	NA	NA	NA	NA	NA
FOXA2	NA	NA	NA	NA	NA
FAM182A	NA	NA	NA	NA	NA
CD93	NA	NA	NA	NA	NA
GZF1	1	1	1	1	1
PAX1	NA	NA	NA	1	1
NAPB	0	0	0	0	0
CST8	NA	NA	NA	NA	NA
NKX2-4	0	NA	NA	NA	0
CENPB	0	0	1	1	0.5
PSMF1	0	1	0	0	0.25
NKX2-2	0	NA	NA	0	0
DTD1	1	1	1	1	1
CSTL1	NA	NA	NA	NA	NA
RBCK1	1	1	1	1	1
TMX4	0	0	0	0	0
CST11	NA	NA	NA	NA	NA
STK35	1	1	1	1	1
SNRPB	1	1	1	1	1
NRSN2	0	NA	0	0	0
AP5S1	1	1	1	1	1
RRBP1	1	1	1	1	1
BMP2	NA	NA	NA	NA	NA
ZNF133	1	1	1	1	1
FLRT3	0	NA	0	NA	0
OVOL2	NA	NA	0	1	0.5
PCSK2	NA	NA	NA	NA	NA
GFRA4	NA	NA	NA	NA	NA
MKKS	1	1	1	1	1
BFSP1	1	1	1	NA	1
DSTN	1	1	1	1	1
LAMP5	NA	NA	NA	NA	NA
SNRPB2	0	0	0	0	0
MGME1	0	0	0	0	0
LRRN4	NA	NA	NA	NA	NA
TBC1D20	1	1	1	1	1
ITPA	1	0	0	0	0.25
TCF15	NA	NA	NA	NA	NA
OTOR	NA	NA	NA	NA	NA
MCM8	0	0	0	0	0
BANF2	NA	NA	NA	NA	NA
TMEM74B	1	1	NA	NA	1
FAM110A	0	1	1	1	0.75
C20orf187	NA	NA	NA	NA	NA
SIRPD	NA	NA	NA	NA	NA
MRPS26	1	1	1	1	1
DEFB129	NA	NA	NA	NA	NA
S1PR4	NA	NA	NA	NA	NA
NCLN	1	1	1	1	1
CITED1	0	0	NA	0	0
HNRNPR	1	1	1	1	1
ZNF436	1	1	0	0	0.5
MAX	1	1	1	1	1
CHURC1-FNTB	0	0	NA	NA	0
ARMCX5	1	0	1	0	0.5
GDF5	NA	NA	NA	NA	NA
MMP24	0	NA	NA	0	0
NECAB3	1	1	1	1	1
ID1	0	0	0	0	0
RALY	0	0	0	0	0
DYNLRB1	1	1	1	1	1
C20orf173	NA	NA	NA	NA	NA
EIF2S2	1	1	1	1	1
ERGIC3	1	1	0	1	0.75
ROMO1	0	0	0	1	0.25
FAM83C	NA	NA	NA	NA	NA
BPIFB1	NA	NA	NA	NA	NA
CEP250	1	1	1	1	1
PLAGL2	1	1	1	1	1
MMP24-AS1	1	1	0	0	0.5
GRPR	NA	NA	NA	0	0
KDM5C	1	1	1	1	1
AMOT	0	0	0	0	0
TMEM115	1	1	1	1	1
PSMB2	1	1	1	1	1
AGO3	1	1	1	1	1
UROD	1	1	0	1	0.75
ST3GAL3	1	1	1	1	1
TMEM53	0	0	0	0	0
HECTD3	1	1	0	1	0.75
KLC1	1	1	1	1	1
XRCC3	1	1	1	1	1
TUBGCP3	1	1	1	1	1
MCF2L	0	1	1	0	0.5
F10	NA	0	NA	NA	0
PCID2	1	1	0	1	0.75
PROZ	NA	NA	NA	0	0
SLURP1	NA	NA	NA	NA	NA
LRFN3	0	1	0	0	0.25
IGFLR1	0	1	NA	0	0.333333333333333
CAPNS1	1	1	1	1	1
PDCD2L	1	1	0	1	0.75
GPR42	NA	NA	NA	NA	NA
RBM42	1	1	1	1	1
KIRREL2	NA	NA	NA	NA	NA
UBA2	0	1	1	1	0.75
FFAR2	NA	NA	NA	NA	NA
HCST	NA	NA	NA	NA	NA
FFAR1	NA	NA	NA	NA	NA
COX6B1	1	1	0	1	0.75
KRT36	NA	NA	NA	NA	NA
THRA	1	1	0	1	0.75
CCR7	NA	NA	NA	NA	NA
NR1D1	0	0	0	0	0
FRMD8	1	0	0	0	0.25
PRDX5	0	0	0	0	0
BCL2L12	0	0	0	0	0
IRF3	0	0	0	0	0
PRMT1	1	1	0	0	0.5
RRAS	0	0	0	0	0
PRRG2	NA	1	0	0	0.333333333333333
SCAF1	1	1	1	1	1
PRR12	1	1	1	1	1
TSKS	NA	NA	NA	NA	NA
FLRT1	NA	NA	NA	NA	NA
ASL	0	0	0	0	0
SBDS	1	0	0	0	0.25
CSN1S1	NA	NA	NA	NA	NA
STATH	NA	NA	NA	NA	NA
HTN1	NA	NA	NA	0	0
STAT5A	NA	NA	NA	1	1
WNK4	NA	0	NA	NA	0
BECN1	1	1	1	1	1
PRKCG	NA	0	NA	NA	0
TRAP1	1	1	1	1	1
GLIS2	0	1	0	0	0.25
NSRP1	1	1	1	0	0.75
DNAJC8	1	1	0	0	0.5
AHDC1	0	0	0	1	0.25
IFI6	0	0	0	0	0
DACH2	0	NA	NA	NA	0
ZNF384	1	1	0	0	0.5
EMG1	0	0	0	0	0
SSX1	NA	NA	NA	NA	NA
UXT	0	0	0	0	0
CFP	NA	NA	NA	NA	NA
ELK1	1	1	1	1	1
TIMM17B	1	1	0	1	0.75
PCNXL4	0	0	0	1	0.25
ATG14	1	1	1	1	1
KTN1	0	0	1	1	0.5
SIX1	1	1	1	1	1
RHOJ	NA	NA	NA	NA	NA
DLGAP5	0	0	0	0	0
L3HYPDH	1	1	1	1	1
HSPA2	0	0	0	NA	0
ZBTB1	1	1	1	1	1
TRMT5	0	0	1	0	0.25
SGPP1	1	1	1	1	1
PLEKHG3	1	1	0	1	0.75
PZP	NA	NA	NA	NA	NA
PRDM7	NA	NA	NA	NA	NA
RHOT1	1	1	1	1	1
EVI2A	NA	NA	NA	NA	NA
OMG	NA	NA	NA	NA	NA
WDR60	1	1	1	1	1
AIF1L	0	0	1	0	0.25
FAM78A	0	0	NA	NA	0
NUP214	1	1	1	1	1
CTAG2	NA	NA	NA	0	0
AVPR2	NA	NA	NA	NA	NA
SLC10A3	1	1	1	1	1
MAP2K2	1	1	1	1	1
HNRNPH2	0	0	0	0	0
ARMCX1	NA	NA	0	NA	0
TMEM35	NA	NA	NA	NA	NA
TIMM8A	0	0	0	0	0
ZC4H2	1	1	NA	NA	1
CANX	1	1	1	1	1
CPSF3L	1	1	1	1	1
RGS13	NA	NA	NA	NA	NA
IPPK	1	1	1	1	1
ZNF484	1	1	1	1	1
OMD	NA	NA	NA	NA	NA
FGD3	NA	0	0	0	0
HIVEP3	NA	0	1	NA	0.5
PPCS	0	1	1	1	0.75
EDN2	NA	NA	NA	0	0
BCL11B	NA	NA	NA	NA	NA
COX7C	1	1	1	1	1
TRAF2	0	0	0	1	0.25
ABHD8	1	1	0	1	0.75
MASP1	NA	NA	NA	NA	NA
ATP13A4	NA	NA	NA	NA	NA
HRASLS	0	NA	NA	NA	0
HELB	0	0	0	0	0
RAP1B	1	1	1	0	0.75
IL22	NA	NA	NA	NA	NA
TSPAN8	NA	NA	NA	NA	NA
BEST3	NA	NA	NA	NA	NA
RAB3IP	1	1	1	1	1
PTPRB	NA	NA	NA	NA	NA
DYRK2	1	1	1	1	1
YEATS4	1	1	1	1	1
TAS2R3	NA	NA	NA	NA	NA
TAS2R4	NA	NA	NA	NA	NA
TAS2R5	NA	NA	NA	NA	NA
CRYGN	NA	NA	NA	NA	NA
LRRC61	0	0	0	0	0
TRPV5	NA	NA	NA	NA	NA
IDUA	NA	1	1	0	0.666666666666667
FGFRL1	1	1	1	1	1
TMEM175	0	0	0	0	0
AUNIP	1	1	1	1	1
PIN1	1	1	1	1	1
FBXL12	1	1	0	1	0.75
EMC1	0	0	1	0	0.25
PLA2G5	NA	NA	NA	NA	NA
UBR4	0	1	1	0	0.5
HP1BP3	1	1	1	1	1
ADGRE2	NA	0	NA	NA	0
SIN3B	1	1	0	1	0.75
OR7A10	NA	NA	NA	NA	NA
SLC35E1	1	1	1	0	0.75
EPS15L1	1	1	1	1	1
KLF2	0	1	1	NA	0.666666666666667
OR7C2	NA	NA	NA	NA	NA
OR7C1	NA	NA	NA	NA	NA
F2RL3	NA	NA	NA	NA	NA
UQCR11	1	1	1	1	1
GFER	0	0	0	0	0
SYNGR3	0	0	0	0	0
PKMYT1	1	1	1	1	1
WFIKKN1	NA	NA	NA	NA	NA
WDR24	0	1	1	0	0.5
FBXL16	0	1	1	1	0.75
CHTF18	1	1	1	1	1
GNG13	NA	NA	0	0	0
MACF1	1	1	1	1	1
SMARCA4	1	1	1	1	1
KDM4B	1	1	1	1	1
TICAM1	0	1	0	0	0.25
METTL25	0	0	0	0	0
IL17B	NA	NA	NA	NA	NA
EMC6	1	1	1	1	1
OR1E2	NA	NA	NA	NA	NA
METTL16	1	1	1	1	1
TUBA4A	0	0	0	1	0.25
VIL1	NA	NA	NA	NA	NA
AAMP	1	1	1	1	1
PNKD	0	0	1	0	0.25
TNFRSF19	0	NA	NA	0	0
RNF6	1	1	1	1	1
ECHS1	1	1	1	1	1
ZNF835	NA	NA	NA	NA	NA
AKAP9	1	1	1	1	1
GNG11	1	NA	NA	NA	1
SHFM1	1	1	1	1	1
GNGT1	0	NA	0	NA	0
HIP1	0	1	1	1	0.75
PTPN12	1	1	1	1	1
POR	1	1	1	1	1
FGL2	NA	NA	NA	NA	NA
STYXL1	1	1	1	1	1
STEAP4	NA	NA	NA	0	0
GNAI1	0	1	NA	1	0.666666666666667
PEX1	1	1	1	1	1
MTERF1	0	1	0	1	0.5
SGCE	1	1	NA	NA	1
RBM48	0	0	0	0	0
CASD1	1	1	1	1	1
ZNF780B	0	0	1	1	0.5
LRFN1	0	0	NA	0	0
ZFP36	0	0	1	0	0.25
SRD5A3	1	1	1	1	1
SPINK2	0	NA	NA	NA	0
RASL11B	1	NA	NA	NA	1
PAICS	1	1	1	1	1
KDR	NA	NA	NA	NA	NA
PPAT	0	1	0	0	0.25
TUBGCP6	1	1	1	1	1
ADM2	NA	1	0	1	0.666666666666667
DGCR6L	1	1	1	1	1
DGCR8	1	1	1	1	1
ASPHD2	1	1	NA	NA	1
VPREB3	NA	NA	NA	0	0
SDF2L1	1	1	0	1	0.75
GAL3ST1	NA	NA	NA	NA	NA
YWHAH	1	1	1	1	1
RFPL1	NA	NA	NA	NA	NA
RFPL2	NA	NA	NA	0	0
C22orf24	NA	NA	NA	NA	NA
GNAZ	1	1	0	1	0.75
MGAT3	1	NA	NA	NA	1
ADORA2A	NA	0	NA	0	0
ATF4	1	1	1	1	1
A4GALT	NA	1	0	NA	0.5
RFPL3	NA	NA	NA	NA	NA
CDC42EP1	1	1	1	1	1
APOL3	NA	NA	NA	0	0
MCHR1	NA	NA	NA	NA	NA
TPST2	1	1	0	0	0.5
BAIAP2L2	NA	NA	NA	0	0
MPST	0	0	1	0	0.25
GALR3	NA	NA	NA	NA	NA
TST	1	1	1	1	1
APOL5	NA	NA	NA	NA	NA
IGLL1	NA	NA	NA	NA	NA
APOL2	0	0	0	0	0
RAC2	NA	0	NA	NA	0
LIF	NA	0	0	1	0.333333333333333
C22orf23	0	NA	0	0	0
APOBEC3A	NA	NA	NA	NA	NA
APOBEC3F	1	1	NA	0	0.666666666666667
RIBC2	0	0	0	NA	0
KRT17	NA	NA	0	NA	0
EMC4	1	1	1	1	1
RNF112	NA	NA	NA	NA	NA
SPECC1	1	1	1	1	1
CPA4	NA	0	NA	NA	0
DOCK4	0	NA	NA	1	0.5
POT1	0	0	0	0	0
TAS2R16	NA	NA	NA	NA	NA
ATP6V1F	1	1	1	1	1
LSM8	1	1	1	1	1
CDHR3	NA	1	NA	NA	1
PRKRIP1	1	1	1	1	1
VGF	NA	0	0	0	0
PODXL	1	1	0	1	0.75
FOXP2	1	0	NA	NA	0.5
STRIP2	1	1	0	1	0.75
IFT22	1	1	1	1	1
MKLN1	1	1	1	1	1
DNAJB9	0	0	0	0	0
FLNC	1	0	NA	NA	0.5
LRRC4	0	NA	NA	NA	0
CALU	1	1	1	1	1
CCDC136	1	1	NA	1	1
SMO	1	1	NA	1	1
IRF5	NA	1	1	1	1
LRRC17	0	NA	NA	NA	0
KLHDC10	1	0	0	0	0.25
NDUFA5	0	0	0	0	0
FEZF1	NA	NA	NA	NA	NA
OPN1SW	NA	NA	NA	0	0
MRPS12	1	1	1	1	1
MYO1B	0	1	0	0	0.25
HOXD1	NA	NA	NA	NA	NA
HOXD3	1	NA	NA	NA	1
MTX2	1	1	1	1	1
PDE11A	NA	NA	NA	NA	NA
CHN1	1	1	1	NA	1
GAD1	0	0	0	0	0
OSGEPL1	0	0	0	0	0
ORMDL1	0	0	1	1	0.5
HAT1	1	1	1	1	1
HOXD9	0	NA	NA	NA	0
HOXD10	0	NA	NA	NA	0
HOXD11	1	NA	NA	NA	1
HOXD13	1	NA	NA	1	1
HERC2	0	1	0	1	0.5
SNRPN	NA	NA	NA	0	0
PSMG2	1	1	1	1	1
TWSG1	1	1	1	1	1
ARHGAP22	1	1	NA	NA	1
WDFY4	NA	NA	NA	NA	NA
