Gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	gene_id.84.x	gene_type.84.x	chr.x	start.x	stop.x	loc.84.x	gene_name.107.x	gene_type.107.x	chr.107.x	start.107.x	stop.107.x	loc.107.x	gene_id.107.x	gene_id.84.y	gene_type.84.y	chr.y	start.y	stop.y	loc.84.y	gene_name.107.y	gene_type.107.y	chr.107.y	start.107.y	stop.107.y	loc.107.y	gene_id.107.y
EIF2AK3	1686.50840191389	0.625925306965184	0.199107449269143	3.14365589666659	0.00166851514046606	0.0278624261113646	ENSG00000172071	protein_coding	chr2	88556741	88627576	chr2:88556741	EIF2AK3	protein_coding	chr2	88556741	88691518	chr2:88556741	ENSG00000172071	ENSG00000172071	protein_coding	chr2	88556741	88627576	chr2:88556741	EIF2AK3	protein_coding	chr2	88556741	88691518	chr2:88556741	ENSG00000172071
ELK4	6705.02582995623	1.42712653487465	0.201860520872524	7.06986452182937	1.55085030530507e-12	1.69317517509572e-10	ENSG00000158711	protein_coding	chr1	205597556	205631962	chr1:205597556	ELK4	protein_coding	chr1	205597556	205632011	chr1:205597556	ENSG00000158711	ENSG00000158711	protein_coding	chr1	205597556	205631962	chr1:205597556	ELK4	protein_coding	chr1	205597556	205632011	chr1:205597556	ENSG00000158711
ELL2	4971.55501854398	2.28502825721971	0.183641708445197	12.4428610284989	1.52926429921987e-35	1.38841100850225e-32	ENSG00000118985	protein_coding	chr5	95885098	95962071	chr5:95885098	ELL2	protein_coding	chr5	95885098	95961851	chr5:95885098	ENSG00000118985	ENSG00000118985	protein_coding	chr5	95885098	95962071	chr5:95885098	ELL2	protein_coding	chr5	95885098	95961851	chr5:95885098	ENSG00000118985
ELMO2	1986.28152805376	0.681635307199983	0.194215627787923	3.50968310307297	0.000448641041647057	0.00955439255359474	ENSG00000062598	protein_coding	chr20	46366049	46432985	chr20:46366049	ELMO2	protein_coding	chr20	46366050	46432985	chr20:46366050	ENSG00000062598	ENSG00000062598	protein_coding	chr20	46366049	46432985	chr20:46366049	ELMO2	protein_coding	chr20	46366050	46432985	chr20:46366050	ENSG00000062598
ELOVL2	2994.83449350322	2.8439133437569	0.195124573611565	14.5748600041443	4.05953957006217e-48	6.36609614396113e-45	ENSG00000197977	protein_coding	chr6	10980759	11044314	chr6:10980759	ELOVL2	protein_coding	chr6	10980759	11044305	chr6:10980759	ENSG00000197977	ENSG00000197977	protein_coding	chr6	10980759	11044314	chr6:10980759	ELOVL2	protein_coding	chr6	10980759	11044305	chr6:10980759	ENSG00000197977
ELOVL5	11262.7359666231	1.00570820667212	0.179193862278265	5.61240320335519	1.99535831262013e-08	1.25620185739771e-06	ENSG00000012660	protein_coding	chr6	53267398	53349179	chr6:53267398	ELOVL5	protein_coding	chr6	53267398	53349179	chr6:53267398	ENSG00000012660	ENSG00000012660	protein_coding	chr6	53267398	53349179	chr6:53267398	ELOVL5	protein_coding	chr6	53267398	53349179	chr6:53267398	ENSG00000012660
ELOVL7	2172.56316209547	2.13169445767162	0.192324494918861	11.083842744893	1.50281086568409e-28	6.64704805975653e-26	ENSG00000164181	protein_coding	chr5	60751791	60844389	chr5:60751791	ELOVL7	protein_coding	chr5	60751791	60844274	chr5:60751791	ENSG00000164181	ENSG00000164181	protein_coding	chr5	60751791	60844389	chr5:60751791	ELOVL7	protein_coding	chr5	60751791	60844274	chr5:60751791	ENSG00000164181
EML1	1027.86808746549	1.45739484128991	0.214248022001746	6.80237244513756	1.02910123715514e-11	9.97303165220569e-10	ENSG00000066629	protein_coding	chr14	99737693	99942060	chr14:99737693	EML1	protein_coding	chr14	99737693	99942060	chr14:99737693	ENSG00000066629	ENSG00000066629	protein_coding	chr14	99737693	99942060	chr14:99737693	EML1	protein_coding	chr14	99737693	99942060	chr14:99737693	ENSG00000066629
ENPP5	385.27064345301	-1.06330968396993	0.261137128748379	-4.07184412674801	4.66423891957122e-05	0.00144889606148898	ENSG00000112796	protein_coding	chr6	46159187	46170971	chr6:46159187	ENPP5	protein_coding	chr6	46159185	46170980	chr6:46159185	ENSG00000112796	ENSG00000112796	protein_coding	chr6	46159187	46170971	chr6:46159187	ENPP5	protein_coding	chr6	46159185	46170980	chr6:46159185	ENSG00000112796
ENTPD7	339.001366937948	0.899637601520894	0.265235700936547	3.39184204216956	0.000694244507349362	0.0137021942240006	ENSG00000198018	protein_coding	chr10	99659506	99706240	chr10:99659506	ENTPD7	protein_coding	chr10	99659509	99711241	chr10:99659509	ENSG00000198018	ENSG00000198018	protein_coding	chr10	99659506	99706240	chr10:99659506	ENTPD7	protein_coding	chr10	99659509	99711241	chr10:99659509	ENSG00000198018
EPHA7	282.536167242732	2.41273732165521	0.280571909468467	8.59935453348145	8.01656821261845e-18	1.53650890741854e-15	ENSG00000135333	protein_coding	chr6	93240020	93419547	chr6:93240020	EPHA7	protein_coding	chr6	93240020	93419687	chr6:93240020	ENSG00000135333	ENSG00000135333	protein_coding	chr6	93240020	93419547	chr6:93240020	EPHA7	protein_coding	chr6	93240020	93419687	chr6:93240020	ENSG00000135333
EPHX1	1525.35469204425	-0.604297471746236	0.197760685012653	-3.05570074106273	0.00224535240530754	0.0348625823506346	ENSG00000143819	protein_coding	chr1	225810092	225845563	chr1:225810092	EPHX1	protein_coding	chr1	225810124	225845563	chr1:225810124	ENSG00000143819	ENSG00000143819	protein_coding	chr1	225810092	225845563	chr1:225810092	EPHX1	protein_coding	chr1	225810124	225845563	chr1:225810124	ENSG00000143819
EPN2	2257.18544023795	0.682522348017798	0.20177559179366	3.38258132190617	0.000718080141375415	0.0140760027712794	ENSG00000072134	protein_coding	chr17	19215615	19336715	chr17:19215615	EPN2	protein_coding	chr17	19215615	19336715	chr17:19215615	ENSG00000072134	ENSG00000072134	protein_coding	chr17	19215615	19336715	chr17:19215615	EPN2	protein_coding	chr17	19215615	19336715	chr17:19215615	ENSG00000072134
EPS15	2804.17668127372	0.764217428964706	0.205141001286422	3.72532757553274	0.000195061748295563	0.00467335438624787	ENSG00000085832	protein_coding	chr1	51354263	51519328	chr1:51354263	EPS15	protein_coding	chr1	51354263	51519266	chr1:51354263	ENSG00000085832	ENSG00000085832	protein_coding	chr1	51354263	51519328	chr1:51354263	EPS15	protein_coding	chr1	51354263	51519266	chr1:51354263	ENSG00000085832
ERGIC2	1971.41830307302	0.611912837702573	0.201714001380202	3.03356650265047	0.00241681436717168	0.0366667087367735	ENSG00000087502	protein_coding	chr12	29337352	29381189	chr12:29337352	ERGIC2	protein_coding	chr12	29337352	29381189	chr12:29337352	ENSG00000087502	ENSG00000087502	protein_coding	chr12	29337352	29381189	chr12:29337352	ERGIC2	protein_coding	chr12	29337352	29381189	chr12:29337352	ENSG00000087502
ERMP1	1240.04960322318	-0.63369859510951	0.209425924837424	-3.02588419080133	0.00247907234750012	0.0371215260367856	ENSG00000099219	protein_coding	chr9	5765076	5833117	chr9:5765076	ERMP1	protein_coding	chr9	5749832	5879537	chr9:5749832	ENSG00000099219	ENSG00000099219	protein_coding	chr9	5765076	5833117	chr9:5765076	ERMP1	protein_coding	chr9	5749832	5879537	chr9:5749832	ENSG00000099219
ERN1	1295.41611421248	1.66207452441595	0.225179652394887	7.38110440592232	1.56981839294501e-13	1.96227299118126e-11	ENSG00000178607	protein_coding	chr17	64039142	64130819	chr17:64039142	ERN1	protein_coding	chr17	64039080	64130819	chr17:64039080	ENSG00000178607	ENSG00000178607	protein_coding	chr17	64039142	64130819	chr17:64039142	ERN1	protein_coding	chr17	64039080	64130819	chr17:64039080	ENSG00000178607
ERP44	2309.80968563958	0.584654231214064	0.198807475674402	2.94080606994671	0.00327359413141598	0.0461941169126358	ENSG00000023318	protein_coding	chr9	99979179	100099040	chr9:99979179	ERP44	protein_coding	chr9	99979185	100099052	chr9:99979185	ENSG00000023318	ENSG00000023318	protein_coding	chr9	99979179	100099040	chr9:99979179	ERP44	protein_coding	chr9	99979185	100099052	chr9:99979185	ENSG00000023318
ERRFI1	3748.60205278802	2.64226486830946	0.192973023501131	13.692405396208	1.12715181429834e-42	1.29622458644309e-39	ENSG00000116285	protein_coding	chr1	8004404	8026308	chr1:8004404	ERRFI1	protein_coding	chr1	8004404	8026309	chr1:8004404	ENSG00000116285	ENSG00000116285	protein_coding	chr1	8004404	8026308	chr1:8004404	ERRFI1	protein_coding	chr1	8004404	8026309	chr1:8004404	ENSG00000116285
ESRP2	2452.57506684409	0.604958530134476	0.205217258938713	2.94789304400144	0.00319947740179205	0.0454061578546669	ENSG00000103067	protein_coding	chr16	68229111	68238102	chr16:68229111	ESRP2	protein_coding	chr16	68229033	68238102	chr16:68229033	ENSG00000103067	ENSG00000103067	protein_coding	chr16	68229111	68238102	chr16:68229111	ESRP2	protein_coding	chr16	68229033	68238102	chr16:68229033	ENSG00000103067
EXOC8	990.038055118793	0.748259066846314	0.210011918948329	3.56293619235208	0.000366729842428884	0.00805763007120467	ENSG00000116903	protein_coding	chr1	231332753	231337852	chr1:231332753	EXOC8	protein_coding	chr1	231332753	231337852	chr1:231332753	ENSG00000116903	ENSG00000116903	protein_coding	chr1	231332753	231337852	chr1:231332753	EXOC8	protein_coding	chr1	231332753	231337852	chr1:231332753	ENSG00000116903
EXPH5	734.314592624032	-0.693150192667712	0.229890526828995	-3.01513160297951	0.00256867774298162	0.038001450314265	ENSG00000110723	protein_coding	chr11	108505431	108593738	chr11:108505431	EXPH5	protein_coding	chr11	108505435	108593768	chr11:108505435	ENSG00000110723	ENSG00000110723	protein_coding	chr11	108505431	108593738	chr11:108505431	EXPH5	protein_coding	chr11	108505435	108593768	chr11:108505435	ENSG00000110723
EXTL2	1486.48734568194	1.42597543930481	0.204304573524637	6.97965500577917	2.95905792353526e-12	3.11242373054776e-10	ENSG00000162694	protein_coding	chr1	100872372	100895998	chr1:100872372	EXTL2	protein_coding	chr1	100872372	100895179	chr1:100872372	ENSG00000162694	ENSG00000162694	protein_coding	chr1	100872372	100895998	chr1:100872372	EXTL2	protein_coding	chr1	100872372	100895179	chr1:100872372	ENSG00000162694
EYA2	274.53765753355	-1.20803700562547	0.286291713594624	-4.21960171482992	2.44734289199397e-05	0.000829404025282829	ENSG00000064655	protein_coding	chr20	46894624	47188844	chr20:46894624	EYA2	protein_coding	chr20	46894624	47188844	chr20:46894624	ENSG00000064655	ENSG00000064655	protein_coding	chr20	46894624	47188844	chr20:46894624	EYA2	protein_coding	chr20	46894624	47188844	chr20:46894624	ENSG00000064655
F2RL1	1550.15409968902	0.868821529712959	0.195917740501205	4.43462407993428	9.22330865209351e-06	0.000350922275031257	ENSG00000164251	protein_coding	chr5	76818933	76835315	chr5:76818933	F2RL1	protein_coding	chr5	76818933	76835315	chr5:76818933	ENSG00000164251	ENSG00000164251	protein_coding	chr5	76818933	76835315	chr5:76818933	F2RL1	protein_coding	chr5	76818933	76835315	chr5:76818933	ENSG00000164251
FADS1	5600.00794854236	1.73514885223521	0.213846453429669	8.11399405698295	4.8982537058876e-16	8.1245073487078e-14	ENSG00000149485	protein_coding	chr11	61799625	61829318	chr11:61799625	FADS1	protein_coding	chr11	61799627	61829318	chr11:61799627	ENSG00000149485	ENSG00000149485	protein_coding	chr11	61799625	61829318	chr11:61799625	FADS1	protein_coding	chr11	61799627	61829318	chr11:61799627	ENSG00000149485
FADS2	35033.9873469478	1.24116724414507	0.209623658094035	5.92093113644784	3.20123895180886e-09	2.24477121620743e-07	ENSG00000134824	protein_coding	chr11	61792980	61867354	chr11:61792980	FADS2	protein_coding	chr11	61792980	61867354	chr11:61792980	ENSG00000134824	ENSG00000134824	protein_coding	chr11	61792980	61867354	chr11:61792980	FADS2	protein_coding	chr11	61792980	61867354	chr11:61792980	ENSG00000134824
FAM105A	1115.60157460876	1.75667288832184	0.210533453000919	8.34391334622802	7.18716631515669e-17	1.27813009212838e-14	ENSG00000145569	protein_coding	chr5	14581775	14615007	chr5:14581775	OTULINL	protein_coding	chr5	14581792	14616180	chr5:14581792	ENSG00000145569	ENSG00000145569	protein_coding	chr5	14581775	14615007	chr5:14581775	OTULINL	protein_coding	chr5	14581792	14616180	chr5:14581792	ENSG00000145569
FAM110B	610.476925200395	0.684861806317741	0.223720576785631	3.0612374425173	0.00220424217831361	0.0343790032331915	ENSG00000169122	protein_coding	chr8	57994509	58204279	chr8:57994509	FAM110B	protein_coding	chr8	57994523	58204279	chr8:57994523	ENSG00000169122	ENSG00000169122	protein_coding	chr8	57994509	58204279	chr8:57994509	FAM110B	protein_coding	chr8	57994523	58204279	chr8:57994523	ENSG00000169122
FAM111A	2781.03976785143	-0.748986268309465	0.188507335318133	-3.97324733833536	7.0899359311208e-05	0.00200823308393816	ENSG00000166801	protein_coding	chr11	59142748	59155039	chr11:59142748	FAM111A	protein_coding	chr11	59142748	59155039	chr11:59142748	ENSG00000166801	ENSG00000166801	protein_coding	chr11	59142748	59155039	chr11:59142748	FAM111A	protein_coding	chr11	59142748	59155039	chr11:59142748	ENSG00000166801
FAM134B	844.646326091312	-0.890194624745271	0.224141236566417	-3.97157898467063	7.13978201694652e-05	0.00201903671790701	ENSG00000154153	protein_coding	chr5	16473038	16617058	chr5:16473038	RETREG1	protein_coding	chr5	16473038	16617101	chr5:16473038	ENSG00000154153	ENSG00000154153	protein_coding	chr5	16473038	16617058	chr5:16473038	RETREG1	protein_coding	chr5	16473038	16617101	chr5:16473038	ENSG00000154153
FAM160B1	1080.34495391219	0.643466433918656	0.215470209117952	2.98633596056154	0.002823422706997	0.040996668094022	ENSG00000151553	protein_coding	chr10	114821744	114899832	chr10:114821744	FHIP2A	protein_coding	chr10	114821744	114899832	chr10:114821744	ENSG00000151553	ENSG00000151553	protein_coding	chr10	114821744	114899832	chr10:114821744	FHIP2A	protein_coding	chr10	114821744	114899832	chr10:114821744	ENSG00000151553
FAM174B	1957.42034253106	0.744129262145564	0.204345916331418	3.64151765547739	0.000271035533733634	0.00618434253558886	ENSG00000185442	protein_coding	chr15	92617443	92809884	chr15:92617443	FAM174B	protein_coding	chr15	92617448	92809884	chr15:92617448	ENSG00000185442	ENSG00000185442	protein_coding	chr15	92617443	92809884	chr15:92617443	FAM174B	protein_coding	chr15	92617448	92809884	chr15:92617448	ENSG00000185442
FAM177A1	1805.14593427678	0.715669433713065	0.212258986918865	3.37168024827437	0.000747111325232971	0.0145295043520504	ENSG00000151327	protein_coding	chr14	35044907	35113130	chr14:35044907	FAM177A1	protein_coding	chr14	35045117	35116630	chr14:35045117	ENSG00000151327	ENSG00000151327	protein_coding	chr14	35044907	35113130	chr14:35044907	FAM177A1	protein_coding	chr14	35045117	35116630	chr14:35045117	ENSG00000151327
FAM189A2	112.76773620497	1.44072783755582	0.37320213733764	3.8604490527137	0.000113178837877973	0.00298522164127681	ENSG00000135063	protein_coding	chr9	69324572	69392455	chr9:69324572	FAM189A2	protein_coding	chr9	69324567	69392558	chr9:69324567	ENSG00000135063	ENSG00000135063	protein_coding	chr9	69324572	69392455	chr9:69324572	FAM189A2	protein_coding	chr9	69324567	69392558	chr9:69324567	ENSG00000135063
FAM198B	366.344896269427	-3.17476788233303	0.273373944151724	-11.6132789911061	3.52821086239845e-31	2.02872124587911e-28	ENSG00000164125	protein_coding	chr4	158124474	158173318	chr4:158124474	GASK1B	protein_coding	chr4	158124474	158173318	chr4:158124474	ENSG00000164125	ENSG00000164125	protein_coding	chr4	158124474	158173318	chr4:158124474	GASK1B	protein_coding	chr4	158124474	158173318	chr4:158124474	ENSG00000164125
FAM214A	2574.31330955727	0.695940105224112	0.203738984339973	3.4158416342295	0.00063585214103846	0.0127096748932948	ENSG00000047346	protein_coding	chr15	52581317	52709817	chr15:52581317	FAM214A	protein_coding	chr15	52581317	52709817	chr15:52581317	ENSG00000047346	ENSG00000047346	protein_coding	chr15	52581317	52709817	chr15:52581317	FAM214A	protein_coding	chr15	52581317	52709817	chr15:52581317	ENSG00000047346
FAM214B	763.66644188427	0.72425060758506	0.215084636281998	3.36728192261716	0.000759130398359148	0.0147300330390273	ENSG00000005238	protein_coding	chr9	35104112	35116341	chr9:35104112	FAM214B	protein_coding	chr9	35104112	35116341	chr9:35104112	ENSG00000005238	ENSG00000005238	protein_coding	chr9	35104112	35116341	chr9:35104112	FAM214B	protein_coding	chr9	35104112	35116341	chr9:35104112	ENSG00000005238
FAM217B	957.581040643604	-0.953047590609638	0.214272818731118	-4.44782308952391	8.67449253132851e-06	0.000334006687869234	ENSG00000196227	protein_coding	chr20	59933764	59948680	chr20:59933764	FAM217B	protein_coding	chr20	59933764	59948680	chr20:59933764	ENSG00000196227	ENSG00000196227	protein_coding	chr20	59933764	59948680	chr20:59933764	FAM217B	protein_coding	chr20	59933764	59948680	chr20:59933764	ENSG00000196227
FAM234B	936.060258182239	-0.867938781098067	0.224263274441449	-3.87017795606417	0.000108755936757081	0.00289066241765738	ENSG00000084444	protein_coding	chr12	13044284	13142521	chr12:13044284	FAM234B	protein_coding	chr12	13044381	13142521	chr12:13044381	ENSG00000084444	ENSG00000084444	protein_coding	chr12	13044284	13142521	chr12:13044284	FAM234B	protein_coding	chr12	13044381	13142521	chr12:13044381	ENSG00000084444
FAM81A	172.204045301447	-1.32275921498215	0.325278709884684	-4.06654101478417	4.77160905401462e-05	0.00147245538786677	ENSG00000157470	protein_coding	chr15	59372693	59523549	chr15:59372693	FAM81A	protein_coding	chr15	59372693	59523555	chr15:59372693	ENSG00000157470	ENSG00000157470	protein_coding	chr15	59372693	59523549	chr15:59372693	FAM81A	protein_coding	chr15	59372693	59523555	chr15:59372693	ENSG00000157470
FAXC	178.175571581616	-0.916045521411349	0.311420093644424	-2.94151064785588	0.0032661561353049	0.0461941169126358	ENSG00000146267	protein_coding	chr6	99271169	99350062	chr6:99271169	FAXC	protein_coding	chr6	99271168	99350062	chr6:99271168	ENSG00000146267	ENSG00000146267	protein_coding	chr6	99271169	99350062	chr6:99271169	FAXC	protein_coding	chr6	99271168	99350062	chr6:99271168	ENSG00000146267
FBXO31	1745.97757816637	0.82183055958272	0.204129701749091	4.02602145861598	5.67285142766796e-05	0.00170185542830039	ENSG00000103264	protein_coding	chr16	87326987	87392142	chr16:87326987	FBXO31	protein_coding	chr16	87326987	87392142	chr16:87326987	ENSG00000103264	ENSG00000103264	protein_coding	chr16	87326987	87392142	chr16:87326987	FBXO31	protein_coding	chr16	87326987	87392142	chr16:87326987	ENSG00000103264
FBXW2	3240.9068157666	0.577747692210128	0.195822088406549	2.95037039442996	0.0031739317642642	0.0451955283827813	ENSG00000119402	protein_coding	chr9	120751978	120793412	chr9:120751978	FBXW2	protein_coding	chr9	120751978	120793416	chr9:120751978	ENSG00000119402	ENSG00000119402	protein_coding	chr9	120751978	120793412	chr9:120751978	FBXW2	protein_coding	chr9	120751978	120793416	chr9:120751978	ENSG00000119402
FDFT1	26563.335612613	0.879351584760492	0.198423802506437	4.43168396962842	9.34999897666769e-06	0.000352969659493058	ENSG00000079459	protein_coding	chr8	11795573	11839309	chr8:11795573	FDFT1	protein_coding	chr8	11795573	11839304	chr8:11795573	ENSG00000079459	ENSG00000079459	protein_coding	chr8	11795573	11839309	chr8:11795573	FDFT1	protein_coding	chr8	11795573	11839304	chr8:11795573	ENSG00000079459
FECH	5351.10437691417	0.635907055286034	0.183167769894652	3.47171915480422	0.000517137035998386	0.0107090202532679	ENSG00000066926	protein_coding	chr18	57548283	57586772	chr18:57548283	FECH	protein_coding	chr18	57544377	57586732	chr18:57544377	ENSG00000066926	ENSG00000066926	protein_coding	chr18	57548283	57586772	chr18:57548283	FECH	protein_coding	chr18	57544377	57586732	chr18:57544377	ENSG00000066926
