7485_IG1_20200906	7485_IG3_20200906	7485_ZX2_20200906	7485_ZX3_20200906	7481_IG1_20200906	7481_IG3_20200906	7481_ZX2_20200906	7481_ZX3_20200906	7486_IG1_20200906	7486_IG3_20200906	7486_ZX2_20200906	7486_ZX3_20200906
FBXO28	2277.997	2344.004	1910.9987	1945.004	1369.004	1877.9999	1761	1414.003	1222.999	1757.9971	1640.9958	1600.999
FBXO3	1028.00044	1090.99988	736.9997	711.0005	743.9997	964.9993	815.0004	662.9994	697.999816082	843.00026793	689.0005	691.00050104968
FBXO3-AS1	0	0	0	0	0	0	0	0	0	0	0	0
FBXO30	1727	1757	1149	1166	1070	1358	1220	969	887	1088	974	982
FBXO31	1166.71	1037.116	796.605	797.171031	746.6	858.6224	780.761	616.902	929.469	859.121037779	686.6605	741.1566
FBXO32	817.954	725.268	766	752.921	1114	1622.762	2270.691	1940.395	273.7462	379.328	454	563.461
FBXO33	1084.00211	1029.99968	972	907.9998	897.0003	1077.00419	1021	849	782	889	878.00028	853
FBXO34	648.0002	684.9999	439.999854	446	409.9999	501.99995355	507	412.0002	343.000000019416	444	354	405.000418
FBXO36	105.0549	122.00609	75.0101	108.62738	114.00178	139.0062	125.0378	106.0023	78.01524	112.0212	77.0974	80.00881
FBXO36-IT1	0	0	0	0	0	0	0	0	0	0	0	0
FBXO36P1	0	0	0	0	0	0	0	0	0	0	0	0
FBXO38	1484.00000134139	1418.999	1029	1062	1053.001	1379.00000018701	1197	1067	1007.001	1129.00100001657	1049	1043
FBXO39	0	0	2	2	0	1	1	0	0	0	2	0
FBXO4	136.00009	118	92.99998	141.00044147067	150.00023	153.00004	142.0002	164	84	106.00005	105.99997	100
FBXO40	2.00197	0	0	1.15625	4.00252	5.04515	2.04953	1.04063	2.25486	1.00559	2.14633	2.30098
FBXO41	64	72	20	32	34.9999946	43	25.00004	21	34	38	17	24
FBXO42	939	922	598	613	644	855	708	620	608	742	542	606
FBXO43	10	19	11	19	9	4	13	2	4	2	5	2
FBXO44	211.3621	273.69993	26.626	18.99277	181.117	200.88581	39.24892	26.43558	208.0184	196.47745	24.29021	48.746385
FBXO45	797.278	883.943	694.96	670.916	453.386	692.758	627.171	485.27	385.476	538.213	466.989	434.619
FBXO46	235	195	185	213	129	194	217	154	135	127	160	129
FBXO47	0	0	0	1	0	0	1	0	0	1	0	1
FBXO48	73.5055	95.6543	64.4817	66.7493	47.2836	78.866	84.4354	60.7822	50.0661	71.5272	37.7103	43.4685
FBXO5	376	444	302	413.9996	298.0003	360	250.9999	273.9997	172	199.9997	148	167.0004
FBXO6	146.574	171.57	12.8262	26.6405	147.321	152.667	30.6693	26.7886	151.498	190.211	20.7725	32.7323
FBXO7	2664.9987	2669.0041	2056.9976	2042.9989	2200	2415.9978	2389.0023	1994.0011	1935.0038	2144.003	1931.0035	1955.0033
FBXO8	530.518	515.914	501.106	505.482	477.72	608.87	607.484	573.716	436.993	485.536	482.013	471.402
FBXO9	2023.4106	1997.0107	1478.0409	1518.3009	1686.9954	1938.0207	1800.5208	1430.4413	1621.6353	1864.105	1356.6528	1443.1828
FBXW10	10.5319	1.8597	3.96462	2.62521	0	0	0	0	1.9001700220688	0	1.202	7.27919
FBXW11	3322.998	3225.986	2024.999	2083	2234	2781.999	2154	1758.993	2089.994	2425.985	1848.993	1920.997
FBXW11P1	2.0031	3.00499	0	4	0	2	0	5.00757	1.00257	3.01371	3.00436	2.00274
FBXW12	0	0	0	0	0	0	1	0	0	0	0	0
FBXW2	2809.81	2954.99	2247.47	2397	2144.03	2578.37	2654.01	2187.85	1840.72	2198.12	2158.35	2282.31
FBXW4	493	461.976	131	128	384	488	204	146.985	387.862	355.975	159	108
FBXW4P1	5	10.0237	6	7	6	7	2	2.01514	8.13818	4.02501	6	2
FBXW5	2524	2278	1901	1973	1729	2023	2012	1779	1735	1732	1588	1602
FBXW7	565.00048	619.0003	466.96417	493.0006	656.0003	844.00011	874.9998	683.9993	516.9677	664.0007	587.0007	568.999620046041
FBXW8	1300.307	1262.931	1013.654	1062.661	1002.315	1250.286	1276.867	1146.037	814.552	907.035	797.8833	913.243
FBXW9	116	91.99995	84.7437	106	108.00029	97	105	108	82	79.07425	65.6205	78.2526
FCAMR	1	0	0	0	0	0	0	0	0	0	0	0
FCAR	7.20496	6.84973	10.75687	13.32497	8.22924	5.04739	4.04803	3.84303	13.32	2.65197	9.73072	6.88677
FCER1A	0	0	0	0	0	0	0	0	0	0	0	0
FCER1G	6.00369607	14.31696	9.74868	11.97691	3.00099	4	4.17851	12.67427	1.03557	2.35696	4.06377	6.75452
FCER2	0	0	0	0	0	0	0	0	0	0	0	0
FCF1	1926.865	1798.665	1684.324	1723.754	1319.029	1663.291	1791.826	1495.627	1198.398	1367.873	1478.582	1450.981
FCF1P1	1.00178	1	0	0	0	0	0	0	0	1	0	1
FCF1P10	0	0	0	0	0	0	0	0	0	0	0	0
FCF1P2	99	139	114	110	58	79	106	66	56	66	64	67
FCF1P3	0	0	0	0	0	0	0	0	0	0	0	1
FCF1P4	0	0	0	0	0	0	0	0	0	0	0	0
FCF1P5	0	0	0	0	0	0	0	0	0	0	1	0
FCF1P6	0	0	0	0	0	0	0	0	0	0	0	0
FCF1P7	0	1.01605	2.01269	0	1	0	2.01196	1.01226	0	0	0	0
FCF1P8	0	0	0	0	0	0	0	0	0	0	0	0
FCF1P9	0	0	0	0	0	0	0	0	0	0	0	0
FCGBP	15	5	3	3	2	2	1	3	7	8	9	16
FCGR1A	0	3.52294	11.9064	3.95215	0	0	2.41402	0	8.26317	4.73745	6.67874	4.51899
FCGR1B	1.999998	0.477064	1.1644	5.313818	5.000003	0	2.585987	1.999999	2.560996	2.262553	2.052935	10.22928
FCGR1C	0	0	0	0	0	0	0	0	0	0	0	0
FCGR2A	2.00697	4.080752	1.00184	1.05643	2	11.53071	4.79278	1.41595	0	1	1.01004	2.41661
FCGR2B	0	1	0	0	1	0	1	0	0	0	0	0
FCGR2C	0	1.46258	0	0	0	0	0	0	0	0	0	0
FCGR3A	0	0	0	0	0	0	0	0	0	0	0	0
FCGR3B	0	0	0	0	0	0	0	0	0	0	0	0
FCGRT	415.9994	363	230.00021	252.9999	522.0001	545.9998	559.9995	548	397.00024	420.0000309283	367.0001	329.0001
FCHO1	2.00000294	2.9999981	3.0000013	6.000002	4.00000096	8.99999594	8.9999986	5.00000222	7	14	18.0000000273177	15.0000000499854
FCHO2	1332.0252	1302	994	1003.0368	890	1195.0536	1135	853.0222	641.06781	781.008	714.15543	763.3397
FCHSD1	830.3728	928.4509	822.7621	862.7406	705.9835	674.5203	827.7155	673.608	616.3662	596.8389	662.9224	648.9962
FCHSD2	2214.19706	2140.05487	1358.07807	1429.87674	1696.33037	2196.23365	1732.3899	1444.7446	1562.27781	1723.1437	1207.169	1240.3474
FCMR	10	5	3	3	32	28	27.00002	17.99999	8	10	4	6
FCN1	33.4744	25.823	19.8505	19.4607	13.6065	24.5806	37.7851	17.3493	19.3069	25.8813	24.8078	18.8074
FCN2	0	0	0	0	0	0	0	0	0	0	0	0
FCN3	3	0	4	4	2	3	0	0	2	5	2	0
FCRL1	4.04559	3.04925	1.00009	4.06938	1.00021	1.05107	0	4.00044	1.00011	1.02573	0	1
FCRL2	0	0	1	0	0	0	0	0	0	0	0	1
FCRL3	0	0	0	0	0	0	0	0	0	0	0	0
FCRL4	0	0	0	0	0	0	0	0	0	0	0	0
FCRL5	0	0	0	0	0	0	1	0	0	0	0	0
FCRL6	0	0	0	0	0	0	0	0	0	0	0	0
FCRLA	159.99963	165.9997	146.00036	144.00046	232.000215510485	353.00043	271.999584305584	215.00018	202.99972400877	223.00006	198.0004	212.000480692743
FCRLB	247	239	244	229.00000009572	230.0005	272.0005	252.9996	200.99974	198	204.0003277	236.000300013191	189
FDCSP	0	0	0	0	0	0	0	0	0	0	0	0
FDFT1	4218.35801	4163.45678	2904.1984	3017.42074	2292.9997	2649.1569	2232.0269	1927.0002	2181.0009	2139.9978	1761.99966	1998.9998
FDPS	3043.0131	2939.8507	2764.0155	2671.1384	1554.4136	1774.1028	1669.232	1363.3871	1669.8984	1719.4075	1569.75143	1637.5538
FDPSP1	0	0	0	0	0	2.00136	0	0	0	0	0	0
FDPSP2	2	0	0	0	0	0	1.05647	0	0	0	0	0
FDPSP3	0	0	0	0	0	0	0	0	0	0	0	0
FDPSP4	0	0	0	0	2	1	0	0	0	0	2	0
FDPSP5	0	0	0	0	0	1	0	0	1	0	0	0
FDPSP6	0	0	0	0	0	0	0	0	0	0	0	0
FDPSP7	0	0	0	0	0	4	0	1.04734	2.00149	1	0	0
FDPSP8	0	0	0	0	0	0	0	0	0	0	0	0
FDX1	396.564	382.041	177.57	213.885	355	479	259.743	268	322.442	365.978	205.94	245.581
FDX1L	410.5702	360.906	319.4224	340.7818	346.704	363.0237	390.0271	280.7985	381.4135	398.276	315.4084	332.0336
FDX1P1	1.06355	1.06702	0	0	0	0	0	0	0	0	0	0
FDX1P2	0	0	0	0	0	0	0	0	0	0	0	0
FDXACB1	91.2505	84.5749	76.4965	76.9196	48.4456	53.6388	64.3528	49.795	55.0594	65.1911	71.3869	76.0997
FDXR	282.00027	254.0005	263.99979	247.99988	186.9999	205.00027	300.00038	241.9995	223.00046	228.00021	247.00045	252.99991
FECH	900	906	716	748	683	924	813	683	685	821	690	689
FECHP1	0	0	0	0	0	0	0	0	0	0	0	0
FEM1A	378.072	304.987	278.224	256.535	211.442	186.515	231.971	152.684	233.088	247.341	253.954	236.642
FEM1AP1	0	0	0	0	0	0	0	0	0	0	0	0
FEM1AP2	0	0	0	0	0	0	0	0	0	0	0	0
FEM1AP3	0	0	0	0	0	0	0	0	0	0	0	0
FEM1AP4	0	0	0	0	0	0	0	0	0	0	0	0
FEM1B	3250.91	2986	2265	2218.96	2249	2867	2699	2211	1869.66	2521	2164	2111
FEM1C	1665.22	1586	1066	1198	946	1288.11	1025	824	858	1089.18	733.18	835
FEN1	968	1011	907	1034	718.983	778	771.974	621	428	445	425	460
FEN1P1	0	0	0	0	0	0	0	0	0	0	1	0
FENDRR	3.39574	2	5.07231	5.25978	3.0036	15.68823	6.14597	9.00653	0	0	1.09827	2.14407
FER	1990.83693	1942.12118	1701.582	1619.6218	1337.63924	1797.7696	1927.4497	1615.3198	1269.2511	1594.0375	1548.8956	1570.07532
FER1L4	18	31	24	33	22	20	22	45	15	16	26	22
FER1L5	1.9999978	5.999999	2	5	1	3.000005	1.99999821	2.99999696	4.000003	6	3	0
FER1L6	2	3	0	1	2	0	0	7	0	3	0	0
FER1L6-AS1	0	0	0	0	0	0	0	0	0	0	0	0
FER1L6-AS2	0	0	0	0	0	0	0	0	0	0	0	0
FERD3L	0	0	0	0	0	0	0.326651	0.435494	0	0	0	0
FERMT1	375	398.9995	173.0005	187.9998	94	116.9999	67	71.99997	313.0005	304.9996	224.9999	237.9999
FERMT2	9202.997	8560.99492	8165.001	7926.00099	6557	8355.9985	8449.002	6692.994	8214.999	10248.0098	9140.998	9618.998
FERMT3	19.999956	22.999981	9.02946974	11.00002	22	30	17.000041	9.0000012	14	15.0000308	21.000035	14.0158421
FERP1	0	15.7699	6.49528	0	0	7.3653	4.40717	0	5.27042	0	0	0
FES	33.00003	52	16.000002	17.99998	49	93.99991	70.99997	47.99995	24.99999	21.99995	15	13
FETUB	0	1	0	0	0	0	0	0	3	0	0	0
FEV	0	0	0	0	0	0	0	0	0	0	0	0
FEZ1	789.99959	737.99952	320.0003	332.00033	554.0005	689.99996	393.0005	338.0001	275.0001	278.00044	159.00001	166.9997
FEZ2	4761.996	4564.995	3868.004	3844.004	3361.996	4567.997	3743.007	3276	2939.005	4010.998	3453.001	3319.999
FEZF1	0	0	0	0	0	0	0	0	0	0	0	0
FEZF1-AS1	0	0	0	0	0	0	0	0	0	0	0	0
FEZF2	0	0	0	1	0	0	0	0	0	0	0	0
FFAR1	3.29729	2.01223	0	1.03363	0	3.84106	5.09013	0	2.02065	1.64114	2.57008	1.06216
FFAR2	5.98013	5.44467	8.31081	6.11608	2.06154	5.01854	13.773	4.29287	8.45922	6.17942	9.0654	2.04124
FFAR3	0	0	0	0	0	0	0	0	0	0	0	0
FFAR4	8.1409300908504	5.5210200212382	4.3200700116264	2.3024600129349	3.0205000606333	4.25151	9.062280114721	10.0752	6.0569800450274	4.170380015046	12.316100143808	7.111490172967
FGA	0	0	0	0	0	0	0	0	0	0	0	0
FGB	0	0	0	0	0	0	0	0	0	0	0	0
FGD1	939	903	441	513	686	729	500	470	632	653	353	338
FGD2	2.00067	10.1494	4.15614	5.02693	2.00349	3.01198	3.24994	2.00301	1	2.07756	1.00155	3.0059
FGD3	0	0	0	0	0	0	0	0	0	0	0	0
FGD4	40.204813	29.73685	20.69919	37.99919	181.1732	258.9681	148.5653	158.6694	248.71848	297.8109	201.47608	202.1034
FGD5	0.99999996	0	0.99999997	0	0	0	2.0000008	0	1.00000018	1.00000024	1.02461525	2.0515241
FGD5-AS1	3895.9165	3973.0543	3343.0938	3567.57	2976.09	3473.0525	3757.44	3279.87	2261.01	2741.95	2853.1162	2895.6243
FGD5P1	1.10036	4.04191	3.0303	3.04422	1.00114	2.01582	1.02004	4.08523	5.05597	5.13579	7.3168	1.01162
FGD6	304.77410859919	273.49	272.7836	304.1122	266.501	410.92868249	504.9446827	421.5947	190.9017	185.81059	222.6166	208.7726
FGF1	2304.99850858	1824.99611	1457.99944	1696.0004773	619.99933	740.00011	676.99909	564.99981	501.99995964	513.00048	475.999870028094	500.000021
FGF10	0	0	0	0	0	0	0	0	0	0	0	0
FGF10-AS1	0	0	0	0	0	0	0	0	0	0	0	0
FGF11	16	13.99999	12	18.00005	0	5.999996	5	12.5481	4	6	7.999998	4.726674
FGF12	7.03311	3	0	1	4	1	2.999996	0	2.05284	0	0	0
FGF12-AS1	0	0	0	0	0	0	0	0	0	0	0	0
FGF12-AS2	0	0	0	0	0	0	0	0	0	0	0	0
FGF12-AS3	0	0	0	0	0	0	0	0	0	0	0	0
FGF13	37.3311	35.0394	41.0519	38.80981	32.58805	53.25883	54.33503	47.35398	24.1602	39.5915	36.43553	37.2721
FGF13-AS1	0	1	2.01836	0	0	0	1.0083	1.00069	0	0	0	0
FGF14	196.661	230.533	170.584	144.877	281.971	382.917	304.468	278.738	192.441	280.848	283.338	248.988
FGF14-AS1	0	0	0	0	0	0	0	0	0	0	0	0
FGF14-AS2	1	6	3	1	0	0	1	2	0	0	0	3
FGF14-IT1	0	0	0	0	0	0	0	0	0	0	0	0
FGF16	0	0	0	0	0	0	0	0	0	0	0	0
FGF17	0	2.000003	0	0	0	0	0	0	0	0	1	0
FGF18	11	6	6	6	10	13	16	15	7	4	6	4
FGF19	0	0	0	0	0	0	0	0	0	0	0	0
FGF2	15633.93	14953.12	13436.25	11473.49	10063.77	14820.01	15752.56	12692.78	8839.15	12438.7	11857.74	10897.9
FGF20	0	0	0	0	0	0	0	0	0	0	1	1
FGF21	0	0	0	0	0	0	0	0	0	0	0	0
FGF22	6	2	0	0	3.0000000297782	0	6.0000000327938	2	0	2	1	1
FGF23	1448.25	1431.55	1229.6	1282.11	1120.26	1560.03	1408.84	1260.52	877.75	896.253	966.478	1164.77
FGF3	0	0	0	0	0	0	0	0	0	0	0	0
FGF4	0	0	0	0	0	0	0	0	0	0	0	0
FGF5	5073.1	5449.84	4617.4	4417.53	5822.16	7937.02	5788.5	5134.37	4703.17	6640.88	4308.2	4145.76
FGF6	0	0	0	0	0	0	0	0	0	0	0	0
FGF7	3186.33651	2768.44123	1636.16116	2049.8728	9412.84229	12914.81194	12719.94383	9795.42434	3132.42502	4423.0306	3092.30443	2920.01345
FGF7P1	0	0	0	0	0	0	0	0	0	0	0	0
FGF7P2	0	0	0	0	0	0	0	0	0	0	0	0
FGF8	4	5	1	4	4	5	3	3	3	5	2	4
FGF9	1.04748	2.17834	0	1.1363	3.23113	0	0	0	0	0	0	0
FGFBP1	0	0	1	1	0	1	1	0	0	0	0	0
FGFBP2	0	0	0	0	0	0	0	2	0	1	0	1
FGFBP3	14	23	11	7	16	27	35	19	14	14	31	15
FGFR1	7625.5314001455	7413.8779914	5930.58050004773	6082.817	4678.2423	5872.4561	5355.8946	4563.762153	5193.45020004876	5687.2281	4756.0462322	5060.1366
FGFR1OP	532.612	613.115	465.497	518.814	414.6059	504.1017	439.2496	352.3549	387.9908	436.1877	407.8023	373.2175
FGFR1OP2	1072	1089	967.999	977	759.999	921	905	703	589	711	668	764
FGFR1OP2P1	0	0	0	0	0	0	0	0	0	0	0	0
FGFR2	101.88953	105.43874445	81.1601851	97.613660503661	157.29869193	250.2127	304.53570431	268.50381	27.148769	35.39836	24.31286	30.18573
FGFR3	80.9999800632928	69	51	60	43.00002	35.999971997	66.5556	52.0167	14.99996	19	11.0123	14.0007400152499
FGFR3P1	0	0	0	0	0	0	0	0	0	0	0	0
FGFR3P5	0	0	0	0	0	0	0	0	0	0	0	0
FGFR3P6	0	0	1	0	0	0	0	0	1	0	0	0
FGFR4	0	2	2	1	0	3	0	0	0	0	0	1
FGFRL1	3454.9986	2543.0033	2155.00451	2182.99778	4776.99963	5975.99589	5745.9963	4596.00293	4611.0005	4632.9978	4532.9953	4518.997
FGG	0	0	0	0	0	0	0	0	0	0	0	0
FGGY	189.00015	194.00036	188.9999	190.0004	143.9998	163.99968	235.0003	166.0004	160.00035	141	173.0001	151.99989
FGL1	0	0	0	0	0	0	0	0	0	0	0	0
FGL2	22.1649	14.1012	10.2376	10.0166	464.895	563.7	334.534	210.528	77.1915	95.0968	73.0768	64.4052
FGR	0	0	0	2	1	0	2	1	2	1	0	1
FH	1918	1916	1350.86	1437	1834	2315	1853	1450	1333	1649	1113	1213
FHAD1	16.0447	13.49683	6.52024	8.20592	53.56759	69.0219	80.95916	45.9159	2.05742	9.06662	7.08090270572	6
FHDC1	45.6803	43.0000337	50.0706	53.8383000104748	37.1068000676681	61.0321	45.0152000243966	40.140494051	67.1324000197954	57.1595	81.1860839	73.0485000328984
FHIT	7	2	1	7	2	2	3	5	0	0	1	1
FHL1	5101.994650531	4296.9956698985	3290.9993137203	3576.00272135	5531.005280628	7904.0091579044	5489	5306.9988644	1211.99985846	1376.99909826078	1075.9987121698	1071.99800385353
FHL2	5483.23309	5499.6328	4050.7073	4367.38875	4774.27721	5994.5541	5559.36370004529	4533.0843685188	5463.4857	6083.12342	5350.6087	5285.9107
FHL3	568	486	311	310	549	643	607	525	540	526	427	417
FHL5	0	0	1	0	0	0	0	0	0	0	0	0
FHOD1	1445	1310	833	881	1143	1271	1159	972	1174	1256	862	1037
FHOD3	2969.0003	3205.0009	2341.998	2843.0023	2351	2837.0008	2604.9955	2405.0031	1412.9999	1648.0036	1270.0022	1746.999
FHP1	0	0	2.13787	0	0	0	0	0	0	0	0	0
FIBCD1	489.9996	473.9998	434.9995	429	347	376.0001	508.9999	421.0004	706.9997	659.9997	786.0002	882.9996
FIBIN	365	273	204	226	340	371	371	311	88	119	91	108
FIBP	1677.003	1564.00112	1479.998	1583.996	1378.002	1671.003	1904.995	1650.002	1418.996	1498.997	1528.997	1544.996
FICD	804	714.00046	685.99964	723	491	587	646.99956	502	385.00024	422	411	444
FIG4	604.99988	583.00018	553.00035	567	610.00014	646.0005	764	613	450.99958	551.9998	523.99987	607.9998
FIGF	0	1	1	0	0	0	1	0	2	0	0	0
FIGLA	0	0	0	0	0	0	0	0	0	0	0	0
FIGN	159	207	218	208	184	228.000000009927	265.99974	224	143	184	246	237
FIGNL1	321.00031475	321	296.9998	298.000000027306	210.00003908518	247.000073241176	234.9999	180.00005682	183.99998	186.999995982019	219.000422144	258.9999471817
FIGNL2	2	2	2	0	0	0	0	0	2	1	4	1
FILIP1	7.26501	18.13741	9.03134	9	18.00206	30.00033	19.00071	20.00352	16.00859	23.4277	23.00211	26.0003
FILIP1L	4064.02156	3972.19955	3588.04949	3625.0031	2370.004	3176.01947	2737.9982	2484.05623	2247.07112	2597.2649	1970.0043	2143.39374
FIP1L1	2058.8866	2085.474	1422.8282	1511.785	1599.081	2111.283	1728.79200001691	1527.6194	1443.943	1610.36	1376.45300354613	1461.4880257683
FIRRE	3.03872	3.10562	3.05834	1.04057	0	2.11851	6.14331	3.09645	6.55052	2.3592	0	3.41559
FIS1	1866.99785	1743.00289	1416.00323	1627.002	1597.0004	1912.9985	1904.00055	1547.00293	1590.00315	1505.0005	1361.99995	1393.9999
FITM1	0	2	0	3.000004	0	4	1	0	1	0	0	1
FITM2	1181.74	952.49	1169.78	1137.52	864.453	942.07	1030.79	902.432	975.975	1027.07	1134.4	1174.62
FIZ1	183	170	150	158.99966	136	200	171.99977	134	128.99951	126.00042	136	156
FJX1	893	914	944	946	457	561	633	548	354	393	409	418
FKBP10	14225	11437	11155	11757	17062	19807	22546	18561	9939	11004	10406	11790
FKBP11	1244.903	1220.788	1332.497	1471.643	1383.621	1590.168	1923.87	1686.739	671.487	726.758	837.552	932.54
FKBP14	3431.63	3277.7	3369.36	3276.21	3052.24	3809.85	4247.91	3350.03	2427.1	2994.84	3005.66	3148.97
FKBP15	1765	1743	1387	1527	1444	1708	1765	1495	1174	1298	1232	1361
FKBP1A	14468.3252	13070.14312	12529.60977447	13002.76103	12901.2561	15554.02698	16026.61044	13664.29521	12195.36509	13458.59761	13202.1349	14080.028165283
FKBP1AP2	0	0	0	0	0	0	0	0	0	0	0	0
FKBP1AP3	0	0	0	0	0	0	0	0	0	0	0	0
FKBP1B	74	88.00001	85.00002	102.00001	118	137.00002	169.9999	181	126	116	180.99977	174.0002
FKBP1C	11.6438	5.81647	22.3629	8.21639	10.6708	17.9433	8.39455	10.6586	10.6042	2.34152	5.85207	12.9247
FKBP2	1033	942.9996	889.0006	928.9994	973.9993	1166	1197	994.9995	887.001	815.001	853.9996	902.9997
FKBP3	1504	1558	1182	1188	1230.9979	1535	1118.00362	894.00044	1117	1276	1014.00379	1046.99612
FKBP4	2674.8	2820.99576	1847.00075	1871	1666.99582	1897	1436	1100	1684	1784	1232	1364
FKBP4P1	1	0	1	0	0	0	1	3	2	0	0	1
FKBP4P2	0	0	0	0	0	0	0	0	0	0	0	0
FKBP4P6	0	0	0	0	0	0	0	0	0	0	0	0
FKBP4P7	0	0	0	0	0	0	0	0	0	0	0	0
FKBP4P8	0	0	0	0	0	0	0	0	0	0	0	0
FKBP5	221.58674	248.60364	191.11478	204.44318	153.49829	216.3074	173.6096	129.56878	92.70138	113.60796	86.00731	146.77721
FKBP6	0	1	2.04364	0	3	0	0	0	1	0	1	0
FKBP7	947.962	889.701	952	1011.755	913	1201	1362	1059	526.986	708.998	738	770.988
FKBP8	6108.993057	5601	4968.0027	5226.002	4809.9999	5705.001	6541.99688659	5621.0020006	4514.99939	4410.0066665	4375.9968	4648.007
FKBP9	15822.275	14741.865	12191.521	12826.654	11092.187	13393.062	13776.446	11670.265	7796.329	8849.749	7971.877	8412.894
FKBP9P1	180.53737	136.59038	134.66874	107.95855	185.44134	252.40706	221.15993	172.72618	85.4402	94.07136	95.07116	89.37796
FKBPL	111	120	103	135	85	116	108	95	73	91	73	91
FKRP	975.5119	830.7486	706.4736	797.1585	594.7082	645.93018	682.4961	546.22673	559.5495	509.3267	526.5118	599.4255
FKTN	1667.387	1584.259	1540.201	1620.582	1453.103	1707.39	1693.355	1559.04924	1008.9063	1271.981	1355.077	1456.027
FLAD1	702.96909	661.45489	538.1312	572.6894	399.91619	439.4455	453.3611	349.20745	386.640620111574	455.08539	453.9203	429.63565
FLCN	694.254	572.3533	543.8693	592.8166	430.5067	470.2274	509.1338	444.75891	429.5943	443.60253	488.1752	477.7032
FLG	398.851	203.132	179.439	189.486	1905.73	2509.75	2955.75	2508.42	461.081	467.46	469.757	506.336
FLG-AS1	54.19951	45.76889	22.91875	22.663	41.29196	64.29495	73.60117	46.43518	48.19228	47.82695	73.42399	60.68405
FLG2	2.08313	0	4.15311	1.22862	6.11098	1.12432	3.29118	1.10591	3.68142	8.02173	7.80367	4.06387
FLI1	427.977	420.082	160.0731	257.0265	612.022	721	490.199	470.219	538.2055	592.894	367.977	359.897
FLII	8651	7876.01	6368.99	6343	6487.99	7354	6675	5334	6202	6246	5271	5441
FLJ12825	14.6936	5.34702	1.0067	3.33899	1.47448	7.39202	6.85951	3.19752	4.35073	1.16059	4.0395	5.85133
FLJ13224	0	0	1	1	0	0	2	1	2	0	0	1
FLJ16779	0	0	0	0	0	1	2	0	0	1	0	0
FLJ20021	84	80	63	56	53	66	47	68	81	65	49	70
FLJ21408	10.05213	11.8568	14.123446	7.02035	8	9	8.02964	5.999996	14.6174	8.87283	7	4
FLJ22447	323.4806	324.0642	286.4448	289.1113	118.66823	212.69637	205.9991	160.47627	166.50878	200.7048	237.1651	249.405
FLJ22763	0	0	0	0	0	0	0	0	0	0	0	0
FLJ26245	0	0	0	0	0	0	0	0	0	0	0	0
FLJ26850	1	1	1.14101	1	2	1	1	0	1	1	0	0
FLJ27354	2	6	7	6	2	6	4	3	1	1	3	1
FLJ30679	8.79677	0	2.47078	4.42845	5.28725	7.06769	7.47859	5.73872	1.13977	2.46893	4.3178	2.28343
FLJ31104	10.2958	5.46392	9.01565	11.6298	3.25196	9.46349	7.0864	3.52618	5.66913	6.46501	2.14814	11.8951
FLJ31356	9.73865	7.4126	11.088	7.47661	11.1745	15.6887	14.3265	10.6558	12.3915	13.6097	10.649	4.48178
FLJ31662	31.0272	24.7479	17.2543	18.1408	18.963	24.6672	13.6381	19.2111	13.6125	11.2128	12.6604	14.2137
FLJ33360	0	0	0	3.61818	2.09314	2.02208	3.03311	0	0	4.56987	0	5.25691
FLJ33581	0	0	0	0	0	0	0	0	0	1.00411	0	0
FLJ35934	8.09177	4.88409	2.88076	3.01071	5.00475	4.42937	7.65215	11.7866	3.10991	10.1891	3.22761	2.03298
FLJ36000	1	0	0	0	3	3.02259	3	2	1	2.07551	0	3.06935
FLJ37035	8.11305	9.26604	5.82745	7.00193	6.6219536	9.35203	3.50054	3.50467	6.96113	2.31294	4.533168	9.28232
FLJ37453	30.3108	27.6286	25.6025	11.231	18.9624	10.006	17.2769	17.7344	16.6001	25.1798	29.0648	32.6364
FLJ37505	1.23295	0	0	1.07041	1.00231	0	0	0	0	0	1.00198	0
FLJ38576	2	2	0	2	3	0	0	0	2	4	0	0
FLJ40194	9.50986	8.3507	6.21937	5.09877	3.43666	11.7265	9.10221	8.89947	10.2795	7.49313	13.913	9.25506
FLJ40288	0	0	0	0	0	0	0	0	0	0	0	0
FLJ41941	1.0073	1.21755	1.00457	1.04935	2.35129	1.12502	6.3812	0	2.87867	0	3.3221	1.35434
FLJ42102	0	0	0	0	0	0	0	0	0	0	0	0
FLJ42393	8	3	0	5	0	3	1	5.04399	4	2.00201	2	2.03151
FLJ42969	0	0	0	0	0	0	0	0	0	0	0	0
FLJ43879	7.06996	6.00439	5.74845	8.10854	3.02837	12.0715	4.00447	3.00803	11.0273	6.02877	8.12736	4.01278
FLJ45079	0	0	0	0	0	0	0	0	0	0	0	0
FLJ46066	0	0	0	0	0	0	0	0	0	0	0	0
FLJ46284	0	0	0	0	0	0	0	0	0	0	0	1
FLNA	181068.6	146937.5716	148437.07	143743.974	149097.88	180869.5173	204507.5086	164753.513	122479.786	135823.802	125356.0243	141600.942
FLNB	11332.946	10664.026	8428.94	7758.08071	10230.9659	12816.929	9816.964	8124.9209	7662.9572	8772.0686	6058.9519	6976.935
FLNB-AS1	12.0528	11.0519	18.0646	10.0535	6.03585	18.0728	9.03967	11.0811	9.04263	10.0686	14.0505	12.0655
FLNC	138015.46	128323.97	124978.72	111916.76	59925.947	77113.736	81419.965	59787.46	49095.276	55525.118	41922.952	46502.982
FLOT1	5753	5417	3955	4249	3835	4555	4287	3522	3346	3535	2820	3075
