7496_IG1_20201218	7496_IG3_20201218	7496_ZFX2_ZFY1_20201218	7496_ZFX3_ZFY2_20201218	7497_IG1_20201218	7497_IG3_20201218	7497_ZFX2_ZFY1_20201218	7497_ZFX3_ZFY2_20201218	7506_IG1_20201218	7506_IG3_20201218	7506_ZFX2_ZFY1_20201218	7506_ZFX3_ZFY2_20201218
AGGF1P7	0	0	0	0	0	0	0	0	0	0	0	0
AGGF1P8	1	0	0	0	0	0	0	0	0	0	0	0
AGGF1P9	0	0	0	0	0	0	0	0	0	0	0	0
AGK	1232.9443	1561.0005	1396.975	1394.90342	713	986	1121.96491	1302.982	1932.885	1264.97804	1388.996	1408
AGKP1	0	4	0	0	2	1	2.00328	7	6	0	0	0
AGL	1715.99921	2343.99548198472	2654.00379116692	2024.99891070047	1465.99993	1753.00039	2170.9979	2084.002641	1961.997195	1267.99970526958	1585.000043332	1689.000457
AGMAT	89.1825	161.213	129.254	153.902	45.8385	72.217	48.2994	36.7931	82.8497	73.0129	48.5859	60.9059
AGMO	5.09493	8.34515	17.384	9.49035	3.00983	1.09061	1.00883	1.04289	6.30639	1.05987	3.02169	5.15639
AGO1	3261.571	4435.24	3490.272	3621.908	1921.535	2692.097	2633.064	2835.026	4366.12	2912.613	2890.526	3184.366
AGO2	3643.992	4875.003	3939.997	3466.003	4225.997	5474.003	4914.997	5237.996	4306	3128.001	2774.984	3141.001
AGO3	1449.1059	2000.0238	2025.0357	1714.811	906.8441	1115.2659	992.7935	1111.5941	1625.5882	974.5388	1047.8812	1199.0318
AGO4	835.499	1246.32	1015.92	822.539	557.292	670.99	434.006	453.293	644.859	470.307	428.214	450.156
AGPAT1	7098.5369	8826.83849	6918.459	7118.465	4973.5109	6395.845	8402.2678	9304.133934	9358.2858	5656.787	6380.939	6742.046
AGPAT2	1299.9954	1570.9952	1087	1086.0050167545	961.0003	1269.9975	1269.002	1517.001	2274.005	1379.996	1289.999	1367.998
AGPAT3	5620.99716	7385.99586	4022.998	4042.0001	3383.997	4426.99884	2962.0033	3449.001	8385.9963	5536.00188	4724.997	4927.002
AGPAT4	724.99978	962.00052	919.0004	883.0002	452.00015	604.0005	644.0005	669.0005	811.9997	542	509.9995	565.0004
AGPAT4-IT1	7.00253	25.015	13.0042	15.0038	6.00235	8.00968	2.00032	9.00463	3.00108	3	1.00022	6.00248
AGPAT5	699	767	857	1020	326	518	610	696	899	798	702	820
AGPAT5P1	0	0	0	0	0	0	0	0	0	0	0	0
AGPS	4391	5758	6120	5412	4298	5665	7483	7165	7053	4357	4870	5320.9971
AGR2	0	1	0	0	0	0	0	0	0	0	0	0
AGR3	0	0	0	0	0	0	0	0	0	0	0	0
AGRN	4095.0049	5091.0005	5262.9997	4047.995	2049.0543	2423.69	1191.3407	1101.2	2826.554	1379	2136.9991	2404
AGRP	0	0	1	0	0	1	0	3	0	0	0	0
AGT	7	6	14	2	21	37	10	30	19	5	9	16
AGTPBP1	1232.0006	1661.995279912	1778.9985574335	1594.99496035066	1035.9999	1297.002	1570.9998	1666.9960451527	1206.9985570886	835.00014031	920.00000221907	1109.99964008
AGTR1	315.0005	408.99956	533.9996	383.0003	170.00023	199	324.9996	366.99962	117.99998	60.99999	63.99992	55.00002
AGTR2	0	0	0	0	0	0	0	0	0	0	0	0
AGTRAP	600.9997	841.0009	729.9998	826.99947	602.00001	875.9999	1033.0006	1452.99928	1489.9999	933.0002	1070.0005	1048.9998
AGXT	0	0	0	0	0	0	0	0	5	0	0	0
AGXT2	0	0	0	0	0	0	0	0	0	0	0	0
AHCTF1	4702.1186	6309.1034	5372.17000036608	5308.07000075263	2808.34	3794.71000004204	2866.18	2770.1143	5088.7336	3756.7902	3340.8342	3923.029
AHCY	5577.89	6709.94702	4496.0002	4823.9497	3338	4525.91379	4633.9427	5165.89	9635.99562	6010.00082	5934.9365	6075
AHCYL1	7099.004	9399.9971	8392.001	7593.996	4762.002	6717.0025	6752.0007	7444.9984	9282.9979	6338.9998	6524.0012	7063.9957
AHCYL2	1164.053	1559.9147	1295.761161	1214.10600005624	747.976	1062.5387	1051.5486	1193.605	1751.9484	1060.6908	1225.0092	1211.4475130308
AHCYP2	0	0	0	0	0	0	0	0	0	0	0	0
AHCYP3	0	0	0	0	0	0	0	0	0	0	0	0
AHCYP4	1	0	0	0	0	0	0	0	0	0	0	0
AHCYP5	0	0	0	0	0	0	0	0	0	0	0	0
AHCYP7	0	0	0	0	0	0	0	0	0	0	0	0
AHCYP8	5	13	15	23	0	0	0	2	3	1	0	2
AHDC1	1699	2244.005	1623	1306	987	1220	839	805	1116	705	873	887
AHI1	1463.92709	2079.7984	1813.60821	1483.60662	1434.71203	1893.95732	1549.93142	1608.59707	1154.0778	795.00669	716.99	779.00034
AHNAK	443757.30953	605037.0986	456774.6434	444761.8502	247950.85505	341848.4803	149560.721	138145.20313	220898.12076	151683.1037	163467.119	200528.004
AHNAK2	55538.88	73231.4	38371	48904.99	48343.02	60868.94	26066.85	23274.95	24434.96	15473.99	14094.96	18425.99
AHR	4810.97	7559.69	9289.16	5953.88	4024.86	4562.48	4728.73	3672.88	4769.41	2729.18	3315.13	4260.79
AHRR	2705.40859	3739.6546	3169.69131	2522.9979	1357.6047	1575.72183	1770.974	1554.00138	2071.9153	1257.31844	1489.69168	1737.0741
AHSA1	5314.998	6364.9969	4638.99506	5090.99611	3661.0042	5001.00301	4461.9984	5201.001	6961.99574	4760.998	4572.997	4842.0022
AHSA2	282.7236	551.8635	597.2106	394.1816	212.4686	225.4656	136.1989	160.1031	138.8713	54.33839	83.11251	69.45241
AHSG	0	1	0	0	0	4	2	0	0	0	0	0
AHSP	0	0	0	0	0	0	1	0	0	0	0	1
AICDA	9.05052	4.13252	4.0493	9.0611	6.11842	4.51783	6.04965	8.38483	7.02801	1.03965	14.05688	16.3444
AIDA	14140.5759	17991.49663	16082.1187	16070.3	10301.3	13318.8	17392.8	18627.8	14795.9	10514.8	9987.86	11519.4
AIF1	0	0	0	0	0	0	0	0	0	0	1	0
AIF1L	4	4.000001	3	9.00000213	3	5.00000046	5	4.999999631	6.00000512	14.0000000366358	17	27.99999
AIFM1	2049.1	2649.661061256	1924.220124	2296.0565	1193.0549	1588.0227	1776.27817874	1800.0876	2867.43461	1771.2535	1840.07608	1867.38450001313
AIFM1P1	0	0	0	0	1	0	0	0	0	1	0	0
AIFM2	546.46007	722.0417	598.1337	576.1044	556.9486	681.8716	752.9159	830.1908	987.2441	692.5243	576.9546	702.24430002081
AIFM3	1.0000000791977	9.000000304338	10	5.000000697923	4.000000136413	2.000000152021	10.000000159448	3.0000000692675	4.000000171034	9	8.0000000889287	7.000000112311
AIG1	1660.2208	2140.4257	2188.8065	1757.39	1131.2723	1501.1427	1988.6949	1983.6162	2713.8573	1433.6484	1964.1612	1880.4426
AIG1P1	0	2	0	0	0	0	0	0	0	0	0	0
AIM1	769.9561	1298.418	1057.7519	1035.6226	224.2153	380.97424	317.35563	363.09242	220.2849	154.30345	168.06178	206.94496
AIM1L	0	1	0	1	2	0	1	0	0	0	0	2
AIM2	2	1	0	0	0	0	1	3	4	3	3	2
AIMP1	3151.377	4583.556	4711.082	3813.085	2047.6373	2560.079	2646.4947	2755.745	3857.207	2394.185	2481.54	2811.004
AIMP1P1	0	0	0	0	0	0	0	0	0	0	0	0
AIMP1P2	0	0	0	0	0	0	0	0	0	0	0	0
AIMP2	1119.06814	1412.25077	1442.68033	1348.52407	671.07136	901.00631	1078.2021	1197.50748	2055.3258	1328.0954	1489.6409	1479.72019
AIP	1429	1799	1602	1539	850	1103	1380	1492	2228	1352	1676	1680
AIPL1	5.04432	21.3088	10.3303	5.0331	9.10821	12.355	8.06111	0	9.09442	0	6.02293	11.0661
AIRE	11.0927	2.0298	4.12781	4.04604	8.19332	8.06547	0	0	1.02564	2.00959	5.13117	0
AIRN	0	0	0	0	0	0	0	0	0	0	1	0
AJ003147.11	13.2818	21.5239	3.0276	11.4641	5.10999	16.3159	7.13669	2.88718	8.5257	4.89433	1.04028	4.01249
AJ003147.8	0	0	0	0	0	0	0	0	0	0	0	0
AJ003147.9	4	9	5	3	7	3	5	4	2.0404	2	3	2
AJ006995.3	10.7673	3.35995	16.0084	9.74446	0	3.53143	0	1.05623	3.85176	8.90985	0.00276679	10.1459
AJ006998.2	10.01451	12	17.14854	1	11	9	0	3	3	0	3	1
AJ009632.3	0	0	0	0	0	0	0	0	0	0	0	0
AJ011931.1	3	0	7	4	1	1	0	3	1	0	0	0
AJ011932.1	6	13	16	18	9	9	23	8	17	7	15	17
AJ239318.1	0	0	0	0	0	0	0	0	0	0	0	0
AJ239321.3	0	0	0	0	0	0	0	0	0	0	0	0
AJ239322.1	1.17469	5.32688	4.44838	5.01593	3.04714	2.03699	5.385	2.02441	2.16411	3.13645	4.35853	3.65958
AJ239322.3	0	0	0	0	0	0	0	0	0	0	0	0
AJ271736.1	0	0	0	0.58475	0	0	0	0	0	0	0	0
AJ271736.10	0	4.89428	2.35429	0	0	3.42585	0	0	0	1.36252	0	2.5807
AJAP1	19.00001	22.08442	21.01684	26.00288	0	1.00029	1.00206	1.00553	77.0046	41.0796	27.16836	32
AJUBA	2210.749	2908.2183	3040.542	1977	1038.794	1295.175	1439	1413	2954.5	1693.085	1944.865	1929.003
AK1	2275.868	3134.516	2019.31	1946.134	2106.062	3213.49	3047.587	2922.871	3391.67	1955.807	1940.029	1868.244
AK2	5245.30327	6703.0052	5598.36827	5736.0005	3096.99695	4127.00339	4620.99757	5200.98856	8052.29125	5154.99044	5539.33207	5999.0012
AK2P2	0	0	0	0	0	0	0	1.00611	0	1.0037	0	0
AK3	3309.99843	4450.63102	3366.3526	2816.4193	3679.66312	4369.17534	4152.1012	4151.377	5948.1303	3787.7905	3202.3875	3349.7957
AK3P2	0	0	0	0	0	0	0	0	0	0	0	0
AK3P3	7	12	12	8	6	11	3	6	9	4	5	1
AK3P4	0	0	0	0	0	0	0	0	0	0	0	0
AK3P5	4.00809	5	4	5	2	5	9.01401	1	0	0	2	1
AK4	4542.31	5914.119	5864.702	4948.749	2374.037	3014.825	4128.495	4502.0642	8376.439	5378.465	6532.12	7016.272
AK4P1	191.543	214.165	132.002	172.027	146.965	200.998	245.509	291.089	609.75	389.315	476.646	491.713
AK4P2	0	0	0	0	0	0	0	0	0	0	0	0
AK4P3	0	1.88624	2.56936	4.53374	0	0	0	0	8.89595	0	0	2.30359
AK4P4	0	3	0	0	0	0	0	0	0	0	0	1
AK4P5	0	0	0	0	0	0	0	0	0	0	0	0
AK4P6	0	0	0	0	0	0	0	0	0	0	0	0
AK5	8957.0452	11853.8956	8331.2024	9693.9962	2986.00092	4166.99578	4315.99908	4887.9994	6909.6552	4613.7361	4497.47804	5196.73301
AK6	830.501	1191.00489	1125.722	1148.26983	689.44788	865.4897	1187.341	1317.145	1211.41611	940.16	884.476	910.999
AK6P1	0	0	0	0	0	0	0	0	0	0	0	0
AK6P2	0	0	0	0	0	0	0	0	0	0	0	0
AK7	3.00114	7.0585	15.0027	2.00431	5	17.00055	4.00083	14.0357	19.3426	12	8.03053	1.00043
AK8	11.4415	16.1464	16.1763	14.1296	4.08539	4.07905	3.0639	3.03586	17.0682	15.4356	10.0989	19.3461
AK9	111.0713	184.305	203.46081	167.11638	140.06786	212.10079	197.11893	194.02629	195.0118	131.97016	146.08457	162.86595
AKAP1	744.00004	853.000000628721	760.00006	844.00030104806	357.00045	516.0005	411.0002	484	759.000000093596	516.9996	573.00014143381	660.99975
AKAP10	1614.002	2088.997	2165.001	1835.003	1337.9991	1709.997	1895.001	1904.001	2267.004	1508.996	1481.003	1792.999
AKAP11	6822.02	9852.67	8898.78	7550.77	4019.85	5307.48	6068.63	5937.61	8460.05	5935.06	6115.11	6833.37
AKAP12	2553.201	3551.813	3545.612	3669.093	2288.375595	3267.8037	1316.252182329	1250.0938636	1840.04113815	1456.114	1507.3834	1998.52162
AKAP13	4500.1814	5938.9163	5824.6896	4782.417	2981.0234	3794.9588	2449.274	2403.7298	4154.9329	2665.7606	3167.0296	3614.3534
AKAP14	0	0	0	0	0	0	4	7	0	0	2	0
AKAP17A	1116.0011	1394.0031	1153.0003	1022.9998	855.9996	1146	585	770.0002	973.0004	730	752.9999	763.0001
AKAP17BP	0	3	0	0	0	0	0	0	1	0	2	0
AKAP2	36150.673	48144.849	48069.9988	42126.7794	22728.593	30855.594	26361.7567	27947.5122	37083.0495	23483.5447	25041.105	28690.4
AKAP3	38	22	26.00001454	28.0000107	11	13.99998237	19.00002641	24	28	32	22	22.99998478
AKAP4	0	0	0	0	0	0	0	0	0	0	0	0
AKAP5	41.4698	77.0683	154.53719	68.2524	11.2233	24.9974	17.9225886	18.5032	54.7144	30.4705	44.71117	62.0165
AKAP6	709.1765	1404.227	2451.923	788.8035	731.4371	597.2978	503.1089	360.4017	347.002	181.1933	307.0938	288.1372
AKAP7	140	234.9998	172.0001	204.99985	80.99996	112.99999	97.99993	117.99992	303.00035	174.00003	227.9997	267.00050817112
AKAP8	1021	1392	1247	1340	806	1106	734	902	1132	849	744	866
AKAP8L	1314.8	1712.38	1268.63	1353.88	1043.74	1499.94	1016	1326.99	2013.96	1394	1298.99401	1435.98
AKAP8P1	0	0	0	0	0	0	0	0	0	0	0	0
AKAP9	3428.03273	5145.491	4657.25728	3241.00958	2766.05863	3289.07934	864.000156	749.0004848342	1504.00074654245	1051.006030188	1070.9989	1464.030617196
AKIP1	1278.33338	1764.5815	1328.0812	1276.60148	730.50861145747	1028.95864	1157.5701	1340.2312	1829.72359	1176.83365	1055.64500230241	1234.46562
AKIRIN1	4675.734	6114.8258	5192.8175	4665.656	3738.6882	5004.6951	5791.6597	6975.514	6574.0336	4324.99565	4542.4724	4853.8659
AKIRIN1P1	0	0	0	0	0	0	0	0	0	0	0	0
AKIRIN1P2	0	0	0	0	0	0	0	0	0	0	0	0
AKIRIN2	2449	3355	3125	2803	1976	2559	2909	3151	3512	2258	2518	2762
AKIRIN2P1	0	0	0	0	0	0	0	0	0	0	0	0
AKNA	362.3203724196	513.20045	438.1724	292.5717	282.9861	250.2098	94.0010599	111.08156	309.20613	204.6847	282.8032	313.277120964132
AKNAD1	2	4	2	2	6	4	1	3	5	0	2	1
AKR1A1	2036.0067	2669.029	2253.996	2209.0024	1477.1058	2100.0044	2669.00386	2780.0006	2658.9957	1631.9991	1905.00615	1971.99974
AKR1B1	4390.98	5624.99	3630	4153	3869	4852	4299	5315	8416	5523	5026	5278
AKR1B10	5.00632	1.11555	6.202	2.17573	9.29233	17.9607	7.26786	7.70165	8.06983	8.14377	15.006	8.01059
AKR1B10P1	0	0	0	0	0	0	0	0	0	0	0	0
AKR1B10P2	1.00092	1.00098	0	0	0	0	0	1.00073	0	0	0	0
AKR1B15	0	1	4	5	4	2	3	4	2	8.50531	0	2
AKR1B1P1	3.01748	4.00564	0	0	0	0	0	0	0	0	0	0
AKR1B1P2	0	0	0	0	0	0	0	0	0	0	0	0
AKR1B1P4	0	0	0	1	0	0	0	0	1	0	0	0
AKR1B1P6	0	0	0	0	0	0	0	0	0	0	0	0
AKR1B1P7	0	0	0	0	0	0	0	1.00148	0	0	0	0
AKR1B1P8	0	0	0	0	0	0	0	0	0	0	0	0
AKR1C1	1496.053	1675.401	1480.533	2695.404	2517.82	3664.816	3545.706	4503.006	4551.888	4316.617	3002.735	3819.653
AKR1C2	1015.433	1122.1492	861.2817	1372.42858	1382.5373	2007.9021	1786.984	2331.9901	1445.49989	1296.195	960.513000705731	1122.60789
AKR1C3	257.5129	296.4494	257.185	323.16	925.6296	1177.246	1712.309	1779.007	511.61200167598	376.1939	412.7545	498.7442
AKR1C4	0	0	0	0	2.01541	4.03288	0	0	0	0	0	0
AKR1C5P	0	0	0	0	0	0	0	1.00051	0	0	0	0
AKR1C6P	0	0	0	0	0	1	0	0	0	1	0	0
AKR1C7P	2	7	2	2	0	3	6	5	9	9	0	5
AKR1C8P	0	0	0	0	0	0	0	0	0	0	0	0
AKR1D1	2.00376	2.13644	3.00064	14.9537	3.0432	7.00886	1.00445	3.00087	0	0	2.0002	6.30693
AKR1D1P1	0	0	0	0	0	0	0	0	0	0	0	0
AKR1E2	101	135	152.9999	110	27	49	50.99998	52.99998	191.0001	122.00032	159.99989	134.00043
AKR7A2	2065.99	2487.97	1757.99	1819.96	1020.96	1316.93	1635.93	1897.97	2948	1791.96	1888.98	2002.99
AKR7A2P1	3	3	1	0	0	4	0	0	0	0	1	1
AKR7A3	4.00739	12.0257	3.00521	5.01466	8.01179	16.7193	6.70023	4.01124	1.00387	12.0356	3.0182	2.01067
AKR7L	0	1.00626	3.00958	3.02777	7.03033	5.35465	2.37197	4.01878	0	1.00493	0	0
AKT1	10624	12775.03336	7580.0049	8808.2267	5840.30932	8289.99957442	7379.9955	8213.999	14349.0062	9859.00313	8298.0026	8905.45275
AKT1S1	5455.4858	6689.656	5117.0407	5761.9388	4069.6101	5868.7568	6557.5593	7987.5581	7800.0162	5147.9992	5495.8216	5952.9088
AKT2	6370.15	7925.956	6058.458	7032.719	4694.585	6278.605	7517.607	7976.912	7931.303	5193.095	5426.704	5770.491
AKT3	6622.876	8355.4052	9887.96	7814.27	3849.332	5019.655	5101.794	5361.474	6376.0472	4467.101	4503.219	5454.293
AKT3-IT1	2.00161	5.03162	7.01471	9.29668	0	13.0325	6.00805	2.02437	7.06288	0	10.0146	2.01848
AKTIP	958.043	1363.076	1291.096	1201.45	978.714	1249.641	1364.64	1523.191	1331.558	874.875	910.429	1019.144
AL008707.1	0	0	0	0	0	0	0	0	0	0	0	0
AL008708.1	0	0	0	0	0	0	0	0	0	0	0	0
AL008721.1	0	0	0	0	0	0	0	0	0	0	0	0
AL008723.1	0	0	0	0	0	0	0	0	0	0.82669	0	0
AL009031.1	0	0	0	0	0	0	0	0	0	0	0	0
AL009050.1	0	0	0	0	0	0	0	0	0	0	0	0
AL009174.1	0	0	0	0	0	0	0	0	0	0	0	0
AL009179.1	0	0	0	0.332333	0	0	0	0	0	0	0	0
AL020993.1	0	0	0	0	0	0	0	0	0	0	0	0
AL020997.1	2.83772	4.2902	14.9905	7.27267	4.35464	8.90981	1.88433	6.76647	7.14472	8.24133	11.7754	7.04254
AL021326.1	0	0	0	0	0	0	0	0	0	0	0	0
AL021394.1	0	0	0	1	0	0	0	0	0	1	0	0
AL021395.1	0	0	0	0	0	0	0	0	0	0	0	0
AL021398.1	0	0	0	0	0	0	0	0	0	0	0	0
AL021398.2	0	0	0	0	0	0	0	0	0	0	0	0
AL021546.6	0	4.39029	2.18752	0	4.26941	17.6877	5.54466	0	8.33766	0	0	14.9713
AL021807.1	0	0	0	0	0	0	0	0	0	0	0	0
AL021917.1	0	1	1	0	0	0	0	0	1.51931	0	0	0
AL021918.1	0	0	0	3	0	0	3	1	0	4	3	0
AL021918.2	0	0	0	0	0	1	0	0	0	0	0	0
AL021920.1	0	0	0	0	0	0	0	0	0	0	0	0
AL022237.3	0	0	0	0	0	0	0	0	0	0	0	1
AL022314.1	0	0	0	0	0	0	0	0	0	0	0	0
AL022326.1	3	13	11	9	0	8	7	1.72331	2	9	4	6
AL022336.1	0	0	0	0	0	0	0	0	0	0	0	0
AL022341.3	10	2	1	5	0	5	1	0	3	2	2	3
AL022344.2	0	0	0	0	0	0	0	0	0	0	0	0
AL022344.5	3.22459	6	5	1.06192	1	4	5	0	7	1	2	1
AL022344.7	0	2	0	0	0	1	0	0	0	0	0	3
AL022345.10	0	0	0	0	0	0	0	0	0	0	0	0
AL022345.11	0	0	0	0	0	0	0	0	0	0	0	0
AL022345.7	0	0	0	0	1	0	0	0	0	0	0	0
AL022393.7	0	2	3	0	2	0	5	2	0	4	0	1
AL022393.9	4	0	1	5	3	2	3	4	4	0	1	3
AL022400.1	0	1	0	0	0	0	0	0	0	0	0	0
AL022476.2	19.4787	28.5062	17.9569	17.5885	4.34927	10.942	11.5173	12.3392	8.19006	7.4128	8.61719	18.622
AL022574.1	0	0	0	0	0	0	0	0	0	0	0	0
AL022578.1	0	0	0	0	0	0	0	0	0	0	0	0
AL023284.1	0	0	0	0	0	0	0	0	0	0	0	0
AL023806.1	41.8027	26.0616	38.0857	47.1083	24.8448	12.2234	17.0669	25.2743	29.1392	13.6761	14.745	19.4745
AL023875.1	11.7779	18.8912	21.6007	23.6308	11.54	12.6881	6.66853	0	0	0.0446006	6.72872	3.71951
AL023876.1	1.28385	1.49668	1.30053	1.2368	1.24415	2.45887	0	3.6764	0	0	0	0
AL024509.1	0	1.77845	0	0	0	3.2896	1.49487	0	0	0	0	0
AL031176.1	0	0	0	0	0	0	0	0	0	0	0	0
AL031229.1	0	1.39278	3.25477	3.46756	0	0	5.0264	1.69563	0	0	0	0
AL031320.1	0	0	0	0	0	0	0	0	0	0	0	0
AL031587.1	20.4151	25.3592	12.7032	12.9066	19.5448	14.4375	10.6041	2.52732	2.0082	0	3.91231	5.14344
AL031594.1	0	1	0	0	0	0	0	0	0	0	0	0
AL031601.4	0	0	0	0	0	0	0	0	0	0	0	0
AL031601.5	0	0	0	0	0	0	0	0	0	0	0	0
AL031653.1	0	0	0	0	0	0	0	0	0	0	0	0
AL031655.1	0	0	0	0	0	0	0	0	0	0	0	0
AL031681.1	0	0	0	0	0	0	0	0	0	0	0	0
AL031721.1	0	0	0	0	0	0	0	0	0	0	0	0
AL031768.1	0	3	2	0	2	1	0	1.01589	1	1.06125	0	1
AL031777.1	0	0	0.384973	0	0	0	0	0	0	0	1.12802	0
AL031777.2	0	0	0.979756	0	0	0	0	3.92544	0	0	0	0
AL031905.1	0	0	0	0	0	0	0	0	0	0	0	0
AL033378.1	0	0	0	0	0	0	0	0	0	0	0	0
AL033403.1	0	0	0	0	0	0	0	0	0	0	0	0
AL033522.1	0	0	0	0	0	0	0	1	0	0	0	0
AL033528.1	0	0	0	0	0	0	0	0	0	0	0	0
AL034375.1	0	0	0	0	0	0	0	0	0	0	0	0
AL034395.1	0	0	0	0	0	0	0	0	0	0	0	0
AL034418.1	0	0	0	0	0	0	0	0	0	0	0	0
AL034449.1	0	0	0	0	0	0	0	0	0	0	0	0
AL034553.1	5	9.59004	0	3.10501	2	3	0	0	2.4716	2.20614	4.07425	0
AL035045.1	0	0	0	0	0	0	0	0	0	0	0	0
AL035088.1	0	0	0	0	0	0	0	0	0	0	0	0
AL035106.1	0	0	0	0	0	0	0	0	0	0	0	0
AL035250.1	0	0	0	0	0	0	0	0	0	0	0	0
AL035419.1	0	0	0	0	0	0	0	0	0	0	0	0
AL035422.1	2.57551	11.9948	3.91977	10.2563	4.21658	5.32698	0.699553	1.68965	8.92527	0.645251	0.303386	0.87424
AL035457.1	0	0	0	0	0	0	0	0	0	0	0	0
AL035461.1	0	0	3	0	0	0	0	0	0	0	0	2
AL035467.1	0	0	0	0	0	0	0	0	0	0	0	0
AL035610.1	5.371	10.04362	4.21354	11.00267	4.002	11.00159	5.64226	2.1043	3.02234	6.02937	2.00061	0
AL035610.2	15.6669	29.186	27.9539	24.1791	8.17366	6.6227	13.0465	7.80503	15.9564	10.6078	15.6684	9.13405
AL035610.3	0	0	0	2	0	0	0	0	0	0	0	0
AL035697.1	0	0	0	0	0	0	0	0	0	0	0	0
AL049539.1	0	1	0.908797	3.46668	0	2.27481	0	4	0	0	0	0
AL049564.1	0	0	0	0	0	0	0	0	0	0	0	0
AL049691.1	0	0	0	0	0	0	0	0	0	0	0	0
AL049758.2	3	1	1	0	0	0	1	0	0	0	0	0
AL049791.1	0	0	2	2	0	0	0	0	2	0	0	0
AL049794.1	6.25544	2.18683	5.10052	3.35057	3.04438	8.08485	0	8.06582	0	0	4.84021	4.47237
AL049798.1	0	0	0	0	0	0	0	0	0	0	0	0
AL049822.1	0	0	0	0.332333	0	0	0	0	0	0	0	0
AL049831.1	0	0	0	0	0	0	0	0	0	0	0	0
AL049868.1	0	0	0	0	0	0	0	0	0	0	0	0
AL049871.1	0	0.441017	0	0	0	0	0	0	0	0	0	0.953519
AL049872.1	0	0	0	0	0	0	0	0	0	0	0	0
AL050303.10	0	0	1	0	0	0	0	0	1	4	1	5
AL050303.11	0	0	0	0	0	0	0	0	0	0	0	0
AL050303.12	0	0	0	0	0	0	0	0	0	0	0	0
AL050303.7	0	0	0	0	0	0	0	0	0	0	0	0
AL050310.1	0	1	0	0	0	0	0	0	0	0	0	0
AL050316.1	0	2.58715	0	0	0	0	0	0	0	0	0	0
AL050321.1	0	0	0	0	0	0	0	0	0	0	1.70538	0
AL050327.1	1	3	0	0	2	7	2	2	0	0	0	0
AL050335.1	3.18209	5.31025	10.4008	0	5.68436	6.21076	3.27531	7.10582	0	0	0	0
AL078471.5	0	0	0	0	0	0	0	0	0	0	0	0
AL078621.1	0	0	0	0	0	0	0	0	0	0	0	0
AL079306.1	0	0	1	0	0	0	0	0	0	0	0	0
AL079334.1	0	0	0	0	0	0	0	0	0	0	0	0
AL079339.1	5.99345	3.65404	7.25452	7.52023	0.953236	1.57791	2	2.602	0.0005818	0	1	2.51823
AL080243.1	0	0	0	0	0	0	0	0.226358	0	0	0	0
AL080272.1	0	0	0	0	0	0	0	0	0	0	0	0
AL080276.1	0	0	0	0	0	0	0	0	0	0	0	0
AL080285.1	0	0	0	0	0	0	0	0	0	0	0	0
AL080286.1	0	0	0	0	0	0	0	0	0	0	0	0
AL096700.1	0	0	0	0	0	0	0	0	0	0	0	0
AL096803.1	1	6.20645	1.0027	0	0	0	0	0	0	0	0	0
AL096855.1	0	0	0	0	0	0	0	0	0	0	0	0
AL096864.1	0	0	0	0	0	0	0	0	0	0	0	0
AL096869.1	0	0	0	0	0	0	0	0	0	0	0	0
AL109612.1	0	0	0	0	0	0	0	0	0	0	0	0
AL109615.1	1.01946	8.02318	4.39182	4.20886	2.91858	1.01287	1.01722	4.29941	0.658401	1	1.15029	0
AL109618.1	0	0	0	0	0	0	0	0	0	0	0	0
AL109620.1	0.0884455	0	0	0	0	0	0	0	0	0.275552	0	0
AL109653.1	0	0	0	0	0	0	0	0	0	0	0	0
AL109658.1	0	0.77829	0	0	0	0	0	0	1.99786	2.88267	0	0
AL109750.1	0	0	0	0	0	0	0	0	0	0	0	0
AL109761.5	0	0	0	0	0	0	0	0	1	0	0	0
AL109763.1	0	0	0	0	0	0	0	0	0	0	0	0
AL109767.1	0	0	0	0	0	0	0	0	0	0	0	0
AL109800.1	0	0	0	0	0	0	0	0	0	0	0	0
AL109805.1	0	0	0	0	0	0	0	0	0	0	0	0
AL109843.1	1	1	3	0	1	0	0	1	1	1	1	0
AL109922.1	0	0	0	0	0	0	0	0	0	0	0	0
AL109927.1	0	0	0	1.678	0	16.5821	1.39992	0	0	0	0	9.45027
AL109947.1	0	0	0	0	0	0	0	0	0	0	0	0
AL109947.2	0	0	0	1	0	0	0	0	0	0	0	0
AL110292.1	0	0	0	0	0	0	0	0	0	0	0	0
AL117187.1	0	0	0	0	0	0	0	0	0	0	0	0
AL117190.1	0	2	0	0	2	3	0	4	0	0	0	0
AL117209.1	0	0	0	0	0	0	0	0	0	0	0	0
AL117333.1	0	0	0	0	0	0	0	0	0	0	0	0
AL117334.1	0	0	0	0	0	0	0	8.29687e-07	0	0	0	0
AL117341.1	0	0	0	0	0	0	0	0	0	0	0	0
AL117374.1	0	0	0	0	0	0	0	0	0	0	0	0
AL117380.1	0	0	0	0	0	0	0	0	0	0	0	0
AL117380.2	0	0	0	0	0	0	0	0	0	0	0	0
AL118496.1	0	0	0	0	0	0	0	0	0	0	0	0
AL118506.1	0	0.4	0.2	0	0	0	0	0	0	0	0	0.5
AL118506.2	0	0	0	0	0	0	0	0	0	0	0	0
AL118509.1	0	0	0	1.79937	3	0	0	2	0	0	0	0
