7485_IG1_20200906	7485_IG3_20200906	7485_ZX2_20200906	7485_ZX3_20200906	7481_IG1_20200906	7481_IG3_20200906	7481_ZX2_20200906	7481_ZX3_20200906	7486_IG1_20200906	7486_IG3_20200906	7486_ZX2_20200906	7486_ZX3_20200906
AC009245.3	0	0	0.925986	0.109234	0.139336	0.0980022	0.0993661	0.318569	0.17707	0.60856	0	0.51054
AC009260.1	0	0	0	0	0	0	2.51263	0	0	0	0	0
AC009262.2	0	0	0	0	0	0	0	0	0	0	0	0
AC009263.2	0.0622006	0	0	0	0	0	0	0	0	0	0	0
AC009264.1	0.659812	0.0700996	0.639345	1.2713627	0.633101	0.18926	0.0690631	0.7230037	1.097827	0	1.323159	0.34024
AC009274.6	0	0	0	0	0	0	0	0.292105	0	0	0	0
AC009276.4	0	0	0	0	0	0	0	0	0	0	0	0
AC009297.1	0	0	0	0	0	0	0	0	0	0	0	0
AC009299.1	0	0	0	0	0	0	0	0	0	0	0	0
AC009299.2	0.0767747	0	0.449137	0.088062	0	0	0	0	0	0.244068	0.477739	0
AC009299.3	0	0	0	0	0	0	0.084	0	0	0	0.121948	0.233427
AC009299.4	0.0841762	0	0	0.096458	0	0	0	0	0	0	0.118579	0.228977
AC009299.5	0	0	0	0.214649	0	0	0	0	0	0	0	0
AC009302.2	0	0	0	0	0	0	0.363531	0	0	0	0.500322	0
AC009303.1	0.1781216	0	0	0.0981191	0.0763721	0.0626898	0	0	0	0.110373	0	0
AC009303.2	1.25138	1.50697	2.48753	2.30477	0.947721	0.780376	1.3491	0.537371	1.21264	0.656391	1.71825	0.954233
AC009303.3	0.315611	0	0	0	0	0	0	0	0	0	0.439029	0
AC009305.1	0	0	0	0	0	0	0	0	0	0	0	0
AC009305.2	0	0	0	0	0	0	0	0	0	0	0	0
AC009310.1	0	0	0	0	0	0	0	0	0	0	0	0
AC009312.1	0.432682	0.145722	0.344269	0.823994	0.180007	0.88022	0.56247	0	0.199284	0	0	0
AC009313.1	0	0	0	0	0	0	0	0	0	0	0	0
AC009313.2	0	0	0	0	0	0	0	0	0	0	0	0
AC009336.1	2.12201	2.08167	7.32402	4.80269	0	0	0	0	2.81564	2.41366	5.4308	0
AC009336.19	0.611731	0.195109	0.757555	0.157608	0.505705	0.849352	0.546249	0.954658	0.61496	0.490362	0.683211	0.661418
AC009362.2	0.491821	0	0	0	0	0	0	0	0	0	0	0
AC009365.4	0	0	0	0	0	0	0	0	0	0	0	0
AC009403.2	3.98045	3.55148	4.73465	2.387305	4.08611	3.71412	5.91544	3.7863	4.45389	3.64335	5.56485	5.0026
AC009404.2	10.40349	11.23857	10.11443	9.00713	8.59579	9.62935	7.029913	8.130103	7.35275	6.646411	5.780906	7.64423
AC009406.1	0	0	0.706123	0	0.534653	0	0.329493	0	0	0	0	0
AC009406.2	0	0	0.706123	0	0.534653	0	0.329493	0	0	0	0	0
AC009410.1	0.125323	0	0	0	0	0	0	0	0	0	0	0
AC009411.1	0	0	0	0	0	0	0	0	0	0	0	0
AC009411.2	0	0	0	0	0	0	0	0	0	0	0	0
AC009413.2	0.489569	0	0.287113	0	0	0	0	0	0	0	0	0
AC009414.1	0	0	0	0	0	0	0	0	0	0	0	0
AC009473.1	0.259009	0	0	0.295973	0.163749	0.265444	0.378854	0.145212	0.180615	0.331878	0.915384	0
AC009474.1	0	0	0	0	0	0	0	0	0	0	0	0
AC009474.2	0	0	0	0	0	0	0	0	0	0	0	0
AC009477.7	0	0	0	0	0	0	0	0	0	0	0	0
AC009478.1	0.310938	0	0.0993401	0.0958021	0	0	0.143475	0.167471	1.05654	0	0.0998485	0
AC009478.2	0	6.49254	0	0	0	3.68017	0	0	0	0	0	0
AC009480.1	3.18115	0	0	0	0	0	0	0	0	0	0	0
AC009480.3	0	0	0.280535	0	0	0	0	0	0	0	0	0
AC009480.4	0	0	0	0	0	0	0	0	0	0	0	0
AC009487.4	0	0	0	0	0	0	0	0	0	0	0	0
AC009487.5	0	0	0	0	0	0	0	0	0	0	0	0
AC009487.6	0.162177	0.200992	0.142202	0.163855	0.194946	0.35001	0.196301	0.165488	0.0477859	0.0407299	0.24024	0.11434
AC009491.1	0	0	0	0	0	0	0	0	0	0	0	0
AC009491.2	0	0	0	0	0	0	0	0	0	0	0	0
AC009494.3	0	0	0	0	0	0	0	0	0	0	0	0
AC009495.1	0	0	0	0	0	0	0	0	0	0	2.64499	0
AC009495.2	0	0.131799	0	0	0	0	0.0871301	0	0	0.115796	0.126382	0
AC009495.3	0	0.182187	0	0	0	0	0	0.200859	0.249079	0	0.252831	0
AC009495.4	0.284167	0.452319	0	0	0	0	0	0	0	0	0	0.381889
AC009498.1	0	0	0	0	0	0.170285	0	0	0	0	0	0
AC009499.1	0	0	0	0	0	0	0	0	0	0	0	0
AC009500.2	0	0	0	0	0	0	0	0	0	0	0	0
AC009501.4	0.220217	0.140116	0.538961	0.383116	0.105611	0.406547	0.408928	0.220253	0.311348	0.178086	0.391987	0.187839
AC009502.1	0	0	0	0	0	0	0.0913419	0	0	0	0	0
AC009502.4	1.21503	1.784352	0.910916	0.868891	0.988767	0.909567	1.287893	0.920704	1.554298	1.254647	2.368827	0.90608
AC009505.2	0	0	0	0	0	0	0	0	0	0	0	0
AC009505.4	0	0	0	0	0	0	0	0	0	0	0	0
AC009506.1	0.745532	0.574871	0.657824	0.437463	0.958922	1.21913	1.2303	0.959495	1.32446	1.50619	1.48056	1.25991
AC009506.2	0	0	0	0	0	0	0.0884544	0	0	0	0	0
AC009508.1	0	0	0	0	0	0	0	0	0	0	0	0
AC009517.2	0	0	0	0	0	0	0.114831	0	0	0	0	0
AC009518.2	0	0	0.136705	0	0	0	0	0	0	0.14498	0.15919	0.152775
AC009518.3	0	0	0	0	0	0	0	0	0	0	0	0
AC009518.4	0.122777	0.108832	0.297225	0	0	0	0	0	0.0708734	0.380916	0	0
AC009518.8	0	0.195519	0	0	0	0	0	0	0.135402	0	0	0.130332
AC009531.2	0	0	0	0	0	0	0	0	0	0	0	0
AC009541.1	0	0	0	0	0	0	0	0	0	0	0	0
AC009542.2	0	0	0	0	0	0.0722124	0	0	0	0	0	0
AC009677.1	0	0	0	0	0	0	0	0	0	0	0	0
AC009695.1	0	0	0	0	0	0	7.82562	0	0	3.77547	9.61049	13.08
AC009729.1	0	0	0	0	0	0	0	0	0	0	0	0
AC009758.1	0	0	0	0	0	0	0	0	0	0	0	0
AC009784.1	0	0	0	0	0	0	0	0	0	0	0	0
AC009784.3	0.0824573	0.166632	0.216841	0	0.103401	0	0.0796959	0.185065	0	0	0	0
AC009784.4	0	0	0	0	0	0	0	0	0	0	0	0
AC009800.1	0	0	0	0	0	0	0	0	0	0	0	0
AC009831.1	0	0	0	0	0	0	0	0	0	0	0	0
AC009835.1	0	0	0	0	0	0	0	0	0	0	0	0
AC009878.2	0	0	0	0	0	0	0	0	0	0	0	0
AC009892.10	0.394332	0.133739	0.477479	0	0	0	0	0	0	0.171561	0	0
AC009892.2	0	0	0	0	0	0	0	0	0	0	0	0
AC009892.5	0	0	0	0	0	0	0	0	0	0	0	0
AC009892.9	0	0	0	0	0	0	0	0	0	0	0	0
AC009941.1	0	0	0	0	0	0	0	0	0	0	0	0
AC009945.4	0	0	0	0	0	0	0	0	0	0	0	0
AC009947.2	0	0	0	0	0	0	0	0	0	0	0	0
AC009947.5	0	0	0	0	0	0	0	0	0	0	0	0
AC009948.5	8.29347	9.3797	9.95089	11.12233	10.89832	12.1823	11.12064	12.44193	10.35787	9.49159	10.44798	7.90343
AC009948.7	0	0	0	0	0	0.0888055	0.166789	0.0966472	0.119373	0	0.365592	0
AC009950.1	2.11139	1.09573	2.93622	5.32947	4.42588	3.23991	7.39063	4.19026	1.63792	6.63891	1.21636	9.19947
AC009950.2	1.8021277	1.1793	1.42373	1.614597	0.537736	2.453755	1.329597	1.15361	0.717722	2.275225	1.546054	0.970809
AC009955.8	0	0	0	0	0	0	0	0	0	0	0	0
AC009960.3	0	0	0.354875	0	0	0	0	0	0	0	0.137593	0
AC009961.2	0.217188	0.220853	0.13142	0.124249	0	0	0	0	0	0	0	0
AC009961.3	0.358292	0.33488	0.520834	0.529821	0.162813	0.231378	0.2757	0.249159	0.107775	0.392203	0.60809	0.227798
AC009961.5	0	0	0	0	0	0	0	0	0	0	0	0
AC009963.3	10.6101	2.08167	14.0773	14.4081	0	0	0	2.20199	11.1965	2.41366	5.4308	2.76975
AC009963.4	0	0	0	0	0	0	0	0	0	0	0	0
AC009963.5	0	0	0	0	0	0	0	0	0	0	0	0
AC009963.6	0	0	0	0	0	0	0	0	0	0	0	0
AC009965.1	0	0	0	0	0	0	0	0	0	0	0	0
AC009965.2	0	0	0	0	0.19049	0.154439	0	0	0	0	0	0
AC009967.3	0.561174	0.904682	0.504795	0.846899	0.324077	0.107251	0.357534	0.263879	0.551103	0.518864	0	0.758519
AC009969.1	0	0	0	0	0	0	0	0	0	0	0	0
AC009970.1	0	0.193001	0	0	0	0	0.180571	0	0.264334	0.245961	0	0.256848
AC009973.1	0	0	0	0	0	0	0	0	0	0	0	0
AC009977.1	0	0	0	3.77564	0	0	3.11546	0	0	0	4.01525	0
AC009987.1	0	0	0	0	0	0	0	0	0	0	0	0
AC010082.2	0	0	0	0.204072	0	0	0	0.199023	0	0.686455	0	0
AC010084.1	0.29146	0.318473	0.651703	0.895849	0.580865	0.317328	0	0.214995	0.225604	0	0	0
AC010086.1	0	0	0	0	0	0	0	0	0	0	0	0
AC010086.2	0	0	0	0	0	0	0	0	0	0	0	0
AC010086.5	0	0	0	0	0	0	0	0	0	0	0	0
AC010091.1	0	0	0	0	0	0	0	0	0	0	0	0
AC010092.1	0	0	0	0	0	0	0	0	0	0	0	0
AC010095.6	0	0	0	0	0	0	0	0	0	0	0	0
AC010096.1	0.0388776	0	0.0943474	0	0	0	0	0.0442576	0	0	0	0.0527933
AC010096.2	0	0	0.110196	0	0	0	0	0	0	0	0	0
AC010103.1	0	0	0	0	0	0	0	0	0	0	0	0
AC010105.1	0	0	0	0	0	0	0	0	0	0	0	0
AC010127.3	0.178943	0.374533	0.3240108	0.0366289	0.0948155	0.78808	0.0599601	0.3148744	0.493913	0.3570486	0.887814	0.3637176
AC010132.10	0	0	0	0	0	0	0	0	0	0	0	0
AC010132.11	0.0700083	0.212633	0.253909	0.562743	0.265294	0.290137	0.137169	0.238291	0.294155	0.360596	0.590387	0.189163
AC010136.2	4.09513	3.00761	3.62403	3.34782	4.79435	2.79598	4.77937	4.50302	4.07782	4.63244	5.94171	5.22867
AC010139.1	0	0	0	0	0	0	0	0	0	0	0	0
AC010141.1	0	0	0	0	0	0	0	0	0	0	0	0
AC010141.4	0	0	0	0	0	0	0	0	0	0	0	0
AC010141.6	0	0	0	0	0	0	0	0	0	0	0	0
AC010141.8	0	0	0	0	0	0	0	0	0	0	0	0
AC010145.4	0	0	0	0.170395	0	0	0	0	0	0	0	0.203401
AC010146.1	0	0	0	0	0	0	0	0	0	0	0	0
AC010148.1	0.384447	0.828154	0.0495756	0.24145	0.449824	0.494421	0.392605	0.237445	0.505824	0.632163	0.738071	0.44007
AC010149.4	0.137679	0.280293	0.661816	0	0.508545	0.271839	0.528513	0.599629	0.191063	0.35581	0.776332	0.932351
AC010150.1	0	0	0	0	0	0	0	0	0	0	0.219938	0
AC010150.2	0	0	0	0	0	0	0	0	0	0	0	0
AC010153.3	0	0	0	0	0	0	0	0	0	0	0	0
AC010154.2	0	0	0	0	0	0	0	0	0	0	0	0
AC010168.1	0	0	0	0	0	0	0	0	0	0	0	0
AC010184.1	0	0	0	0	0	0	0	0	0	0	0	0
AC010196.1	0	0	0	0	0	0	0	0	0	0	0	0
AC010203.1	0	0	0	0	0	0	0	0	0	0	0	0
AC010207.1	0	0	0	0	0	0	0	0	0	0	0	0
AC010209.1	0	0	0	0	0	0	0	0	0	0	0	0
AC010226.4	1.00989	0.785335	2.403476	1.552778	1.452765	1.70594	1.114681	1.050404	0.514553	1.712261	0.371493	0.431021
AC010235.1	0	0	0	0	0	0	3.58907	0	0	0	4.95364	0
AC010240.2	0	0.0520608	0	0	0	0	0.050451	0	0.501897	0	0	0.0693621
AC010240.3	0	0	0	0	0	0	0	0	0	0	0	0
AC010287.1	0.455741	1.11484	1.38918	0.418746	0.762866	0.670001	0	0.149524	0.599451	0.737568	0.191453	0.434954
AC010295.1	0	0	0	0	0	0	0	0	0	0	0	0
AC010297.1	0	0	3.3099	0	0	0.104408	0	0	3.72348	0	0	0
AC010311.1	0	0	0	0	0	0	0	0	0	0	0	0
AC010319.1	0	0	3.65045	0	0	0	9.06026	6.49075	0	0	3.96338	3.97127
AC010323.1	0	0	0	0	0	0	0	0	0	0	0	0
AC010329.1	0	3.3019	0	0	0	0	0	0	0	3.79923	0	0
AC010331.1	0	0	0	0	0	0	0	3.62008	0	0	0	0
AC010364.1	0	0	5.27483	5.25617	0	2.19607	0	0	0	0	0	3.00651
AC010368.1	0	0	0	0	0	0	0	0	0	0	0	0
AC010376.1	0	0	0	0	0	0	0	0	0	0	0	0
AC010412.1	0	0.305384	0.678593	0.687437	0.343133	0.140155	0.411583	0.175717	0	0.391754	0.221824	0.191513
AC010455.1	0	0	0	0	0	0	0	0	0	0	0	0
AC010458.1	0	0	0	0	0	0	0	0	0	0	0	0
AC010468.1	0.294634	0	0	0.113204	0	0.306781	0.482372	0.637336	0	0.127621	0	0.267143
AC010468.2	0	0	0	0	0	0	0	0	0	0	0	0
AC010468.3	0	0	0	0	0	0	0	0	0	0	0	0
AC010480.1	6.10228	0	0	0	0	0	0	0	0	3.21329	0	0
AC010492.2	0.14905	0.15185	0.0900069	0.0854567	0	0.230924	0.144628	0	0	0	0	0.100563
AC010492.4	0	0.868185	0	0.93372	0	0	0.77374	0	0	0	0	0
AC010492.5	0.132768	0	0	0	0	0	0	0	0	0	0	0
AC010504.2	0.562259	0.553798	0.802591	1.07722	0.669229	0	0.775362	0.894362	0.561206	0.520882	1.1443	0.721558
AC010518.2	0	0	0	0	0	0	0	0	0	0	0	0
AC010518.3	0	0	0	0	0	0	0	0	0	0	0	0
AC010522.1	0	0	0	0	0	0	0	0	0	0	0	0
AC010524.2	0.0848393	0.0693059	0.143511	0.0780198	0.0427285	0.0878732	0.130909	0.0386341	0.0472951	0.0863731	0.236848	0.0678894
AC010524.4	0.281463	0.143934	0.168464	0.160086	0.174681	0.853226	0.136187	0	0.781991	0.369009	0.199218	0.382201
AC010525.1	0	0	0	0	0	0	0	0	0	0	0	0
AC010525.4	0.183014	0.566896	0.217969	0.254699	0.272515	0.543171	0.352146	0.313759	0	0	0.292247	0.245506
AC010525.5	0	0	0	0	0	0	0	0	0	0	0	0
AC010528.1	0	0	0	0	0	0	0	0	0	0	0	0
AC010543.1	0	0	0	0	0	0	0	0	0	0	0	0
AC010546.1	0	0	0	0	0	0	0	0	0	0	0	0
AC010547.9	0.261898	0.649736	1.36365	0.888195	0.20759	0.183053	0.283673	0.579518	0.958864	0.463029	0.702218	0.558922
AC010608.1	0	0	0	0	0	0	0	0	0	0	0	0
AC010609.1	0	0	0	0	0	0	0	0	0	0	0	0
AC010633.1	0	0	0	0	0	0	0	0	0	0	0	0
AC010641.1	0	0	0	0	0	0	0	0	0	0	0	0
AC010642.1	0.536029	0.3825	0.557364	0.909501	0.598393	0.821798	0.632961	1.02237	0.687553	0.580362	0.673957	0.619312
AC010642.2	0.0433667	0	0.0531944	0.100259	0	0	0.0427611	0	0	0	0.0616053	0.117797
AC010646.3	0	0	0	0	0.210101	0	0	0	0	0	0	0
AC010649.1	0	0	0	0	0	0	0	0	0	0	0	0
AC010655.1	0	0	0	0	0	0	0	0	0	0	0	0
AC010677.5	0	0	0	0	0	0	0	0	0	0	0	0
AC010723.1	0	0	0	0.182092	0.200044	0	0.155376	0	0	0.211123	0	0
AC010723.2	0	0	0	0	0	0	0	0	0	0	0	0.208341
AC010729.1	0	0	0	0	0	0.100197	0	0	0	0.125013	0	0
AC010729.2	0	0.0332213	0.0400355	0	0	0	0	0	0	0	0.0465199	0
AC010729.3	0	0	0	0	0	0	0	0	0	0	0	0
AC010731.2	0.41966	0	1.20347	0	0	0.253236	0	0	1.04864	0.54815	0.70705	0.565393
AC010731.3	0	0	0	0	0	0	0.138619	0	0	0	0.201738	0
AC010731.4	0	0	0	0	0	0	0	0	0	0	0	0
AC010731.6	0	0	0	0	0	0	0	0	0	0	0	0
AC010733.5	0.992628	0.255791	0.602534	0.284728	0.610557	0.739092	2.13629	0.268602	1.38839	0.973666	0.348813	1.35948
AC010739.1	0	0	0	0	0	0	0	0	0	0	0	0
AC010740.1	0	0	0	0	0	0	0	0	0	0	0	0
AC010744.1	0	0.87345	0	0	0	0	0	0	0	0	0	0
AC010745.1	0	0	0	0	0	0	0	0	0	0	0	0
AC010745.2	0	0	0	0	0	0	0	0	0	0	0	0
AC010745.3	0	0	0	0	0	0	0	0	0	0	0	0
AC010745.4	0	0	0	0	0	0	0	0	0	0	0	0
AC010746.3	0	0	0	0	0	0	0	0	0	0	0	0
AC010754.1	0	0	0	0	0	0	0	0	0	0	0	0
AC010761.10	0	0	0	0	0	0	0	0	0	0	0	0
AC010761.13	1.35229	1.88942	2.43953	1.53805	0.630785	1.16697	0.654529	0.746746	0.710442	1.74312	3.11445	0.681952
AC010761.14	1.46937	2.98991	1.5848	0	2.15708	1.2112	0	0	0	2.02118	8.11681	3.31869
AC010761.6	1.837656	1.96472	3.52608	1.285152	2.44751	0.270589	2.141102	1.245942	4.153848	0.76475	1.444923	0.504726
AC010761.8	2.14666	4.3673	2.91396	4.43562	3.82989	2.37938	2.702	2.47553	4.29779	4.35117	4.90206	3.32479
AC010761.9	0.930905	2.94346	1.94558	1.07332	1.00458	0.412978	1.42793	1.04092	2.39696	2.11239	1.13239	1.09389
AC010872.1	0	0	0	0	0	0	0	0	0	0	0	0
AC010874.1	0	0	0	0	0	0	0	0	0	0	0	0
AC010878.3	0	0	0	0	0	0	0	0.315972	0.0974377	0	0.196137	0
AC010880.1	0	0	0	0	0	0	0	0	0	0	0	0
AC010883.5	0	0	0	0.48465	0.520308	0	0	0	0	0	0.300585	0
AC010884.1	0	0	0	0	0	0	0	0	0	0	0	0
AC010884.2	25.0971	0	17.2196	9.14602	4.81302	3.06733	8.50084	7.66934	9.00254	10.4748	10.322	0
AC010886.2	0.109585	0.144382	0.16077	0.0579197	0.0270441	0.0553636	0.0757327	0.0253941	0.0541172	0.0576543	0.142217	0.123639
AC010887.1	0	0	0	0	0	0	0	0	0	0	0	0
AC010888.1	0	0	0	0	0	0	0	0	0	0	0	0
AC010890.1	0	0	0	0.238054	0	0	0	0	0	0	0	0
AC010891.2	0	0	0	0	0	0	0	0	0	0	0	0
AC010894.3	0.166627	0.824079	0.397115	0.188866	0.820667	0.47575	1.558275	0.868783	0.399557	0.378417	0.91209	0.905323
AC010894.4	0	0	0	0	0	0	0	0	0	0	0	0
AC010894.5	0.407341	0	0.240502	0	0	0	0	0	0	0	0	0.277042
AC010900.1	0	0	0	0	0	0	0	0	0	0	0	0
AC010900.2	0.133221	0.179859	0	0.0512377	0.0561277	0.13902	0.1299	0.0502625	0.124239	0.115027	0.125487	0
AC010904.1	0	0	0	0	0	0	0	0	0	0	0	0
AC010907.2	0.168847	0.227129	0.540516	0.218161	0.207686	0.494913	0.604783	0.170135	0	0.620109	0.338399	0.172062
AC010907.5	0	0	0	0	0	0	0	0	0	0	0	0
AC010928.1	0	0	0	0	0	0	0	0	0	0	0	0
AC010930.1	0	0	0	0	0	0	0	0	0	0	0	0
AC010931.1	16.2733	4.35717	9.34975	11.6635	0	10.7755	22.7778	24.9779	18.0556	22.3085	15.4537	12.8661
AC010967.1	0	0	0	0	0	0	0	0	0	0	0	0
AC010967.2	0	0	0	0	0	0	0	0	0	0	0	0
AC010967.3	0	0	0	0	0	0	0	0	0	0	0	0
AC010969.1	0.0220384	0	0	0	0.0282159	0	0	0	0.0312702	0	0.0637926	0
AC010970.1	0	0	0	0	0	0	0	0	0	0	0	0
AC010970.2	1047.44	1270.47	636.523	1330.03	542.555	564.821	1317.51	1839.88	1426.28	1051.09	713.391	439.849
AC010971.1	0	0	0	0	0	0.12207	0	0	0	0	0.164213	0
AC010974.1	0	0	0	0	0	0	0	0	0	0	0	0
AC010974.3	0	0	0	0	0	0	0	0	0	0	0	0
AC010975.1	0	0	0	0	0	0	0	0	0	0	0	0
AC010975.2	0	0	0	0	0	0	0	0	0	0	0	0
AC010976.2	0.132197	0.372179	0.44085	0.7569297	0.083431	0.350607	0.9488681	0	0.556291	1.367351	0.327653	0.45315
AC010980.2	0.135935	0	0	0.307284	0.497264	0	0.129639	0.219046	0.188567	0.274813	0	0
AC010982.2	0	0	0	0	0	0	0	0	0	0	0	0
AC010983.1	0	0	0	0	0	0	0	0	0	0	0	0
AC010987.5	0	0	0	0	0	0	0	0	0	0	0	0
AC010987.6	0	0	0	0	0	0	0	0.117577	0	0.135771	0	0
AC010999.1	3.36679	0	0	0	0	8.51256	0	4.02824	0	0	0	0
AC011073.1	3.2374	0	0	0	0	3.66501	0	0	4.17247	0	0	0
AC011155.1	0	0	0	0	0	0	0	0	0	0	0	0
AC011193.1	0	0	0	0	0	0	0	0	0	0	0	0
AC011196.3	0	0	0	0	0	0	0	0	0	0	0	0
AC011225.1	0	0	0	0	0	0	0	0	0	0	0	0
AC011233.2	0	0	0	0	0	0	0	0	0	0	0	0
AC011239.1	0	0	0	0	0.461635	0.635158	1.08133	0.412657	0.170149	0.638952	0	0.667861
AC011239.2	0	0	0	0	0	0.0415239	0	0	0	0	0	0
AC011242.5	0	0	0	0	0	0	0	0	0	0	0	0
AC011243.1	0	0	0	0	0	0	0	0	0	0	0	0
AC011247.3	0	1.51946	0.849682	0.817266	0	0	0.676712	0.751976	0	0	0	0
AC011284.3	0	0	0	0	0	0	0	0	0	0	0	0
AC011286.1	0	0	0	0	0	0	0	0	0	0	0	0
AC011288.2	0.307336	0.838538	0.92906	0.672617	0.578507	0.307152	0.423975	0.702971	0.5333924	1.53327	0.4214	1.159963
AC011290.4	0.233557	0.479802	0	0	0	0.232583	0	0	0	0	0	0
AC011290.5	0.262968	0.354318	0.21198	0.90691	0.664521	0.910869	0.256481	0.398612	0.244991	0.337343	0.493869	0.118077
AC011294.3	0.317794	0.4865371	0.4399711	0.455184	0.375459	0.420843	0.403196	0.545152	0.4337672	0.2961726	0.69118	0.0838062
AC011298.2	0	0	0	0	0	0	0	0	0	0	0	0
AC011306.1	0	0	0	0	0	0	0	0	0	0	0	0
AC011309.1	0	0	0	0	0	0	0	0	0	0	0	0
AC011313.1	0	0	0	0	0	0	0	0	0	0	0	0
AC011330.13	1.55366	1.73568	0.737916	1.40105	0.385562	0.630811	0.600392	0.171262	2.5769	2.21871	2.37173	2.2992
AC011330.5	0.596355	0.26324	0.835624	0.501386	0	0.935975	0.914224	1.05344	0.282525	1.02587	0	0.224583
AC011343.1	0	0	0	0	0	0	0	0	0	0	0	0
AC011357.1	0	0	0	0	0	0	0	0	0	0	0	0
AC011363.1	0	0	7.92476	0	0	0	0	0	0	0	0	0
AC011366.3	0	0	0.180599	0	0	0	0	0	0	0	0	0
AC011372.1	0	0	0	0	0	0	0	0	0	0	0	0
AC011376.1	0	0	0	0	0	0	0	0	0	0	0	0
AC011379.1	0.208547	0	0	0	0	0	0	0.229604	0	0	0	4.37374
AC011380.1	0	0	0	0	0	0	0	0	0	0	0	0
AC011404.1	0	2.20746	2.59128	0	0	0	0	0	0	0	0	0
AC011406.2	0	0	0	0	0	0	0	0	0	0	0	0
AC011410.1	0	0	1.29645	0	0	0	0	0	0	0	0	0
AC011431.1	0	0	0	0	0	0	0	0	0	0	0	0
AC011431.2	0	0	0	0	0	0	0	0	0	0	0	0
AC011450.1	0	0	0	0	0	8.37629	0	3.51001	0	0	0	0
AC011453.1	15.8486	4.61514	7.76963	6.16697	0.61699	0	2.93555	9.19553	0	13.2555	0	0
AC011453.2	0	0	0	0	0	0	0	0	0	0	0	0
AC011453.3	0	0	0	0	0	0	0	0	0	0	0	0
AC011453.4	0	0	0	0	0	0	0	0	0	0	0	0
AC011456.1	25.5833	22.8786	20.8892	24.5548	43.9418	17.652	11.9898	13.7977	0	2.88519	0	0
AC011465.1	0	0	0	0	0	0	0	0	0	0	0	0
AC011467.1	0	0	0	0	0	0	0	0	0	0	0	0
AC011477.1	0	0	0	0	0	0	0	0	0	0	0	0
AC011498.1	0	0	0	7.92623	4.09212	6.11261	0	0	0	3.47412	0	0
AC011499.1	0	3.05048	0.82502	19.0182	3.83789	0	6.12594	0	19.6538	13.4412	13.0348	1.26779
AC011509.1	1.65129	0	0	0	0	0	0	0	0	0	2.47682	0
AC011513.3	0	0	0	0	0	0	0	0	0	0	0	0
AC011513.4	0	0	0	0	0	0	0	0	0	0	0	0
AC011515.2	0	0	0	0	0	0	0	0	0	0	0	0
AC011516.1	0	0	0	0	0	0	0	0	0	0	0	0
AC011516.2	0	0	0	0	0	0	0	0	0.0684527	0	0	0
AC011518.1	0.0831442	0.131171	0.091742	0.0461572	0.0244881	0.0206393	0.0423027	0.0386348	0.108397	0.073698	0.0548527	0
AC011518.2	0	0	0	0	0	0	0	0	0	0	0	0
AC011523.2	0	0	0	0	0	0	0	0	0	0	0	0
AC011524.1	0	0	0	0	0	0	0	0	0	0	0	0
AC011524.2	0	0	0	0	0	0	0	0	0	0	0	0
AC011524.3	0	0.2564	0.302766	0	0	0	0	0	0	0	0	0
AC011525.2	0	0	0	0	0	0.00974364	0	0.0105965	0	0	0.0130709	0
AC011525.4	0	0	0	0	0	0	0	0	0	0	0	0
AC011530.4	0	0.195331	0	0.300349	0	0	0	0	0	0	0	0
AC011551.3	0.847581	0.746762	0.746694	0.913242	1.44893	1.019314	1.592892	0	1.887977	1.722769	0.721366	0.825827
AC011558.5	49.6413	0	20.1142	12.584	16.5137	19.0672	3.38809	17.1924	39.6755	25.611	11.396	0
AC011591.1	0	0	0	0	0	0	0	0	0	0	0	0
AC011625.1	0	0	0	0	0	0	0	0	0	0	0	0
AC011648.1	0	0	0	0	0	0	0	0	0	0	0	0
AC011718.2	0.0454834	0	0.0369623	0	0.0185536	0.0325851	0.0151532	0.0342943	0	0	0.064005	0
AC011718.3	0	0	0	0	0	0	0	0	0	0	0	0
AC011738.1	0	0	0	0	0	0	0	0	0	0	0	0
AC011738.4	0.28461	0.363379	0.139781	0.327991	0.12078	0.119794	0.130636	0.044715	0.106107	0.169738	0.107149	0.102136
AC011742.3	0	0	0	0.709313	0	0	0	0	0	0	0.439029	0.847827
AC011742.5	0	0	0	0	0	0	0	0	0	0	0	0
AC011747.3	0	0	0	0	0	0	0	0.0616954	0	0	0	0
AC011747.4	0.415601	0.460393	0.461069	0.334198	0.229339	0.357687	0.269112	0.296086	0.258689	0.165486	0.461766	0.319319
AC011747.6	0.722681	0	0.352866	0.326589	0.386832	0.897865	0.842803	1.1351	0.199594	0.371409	0.608543	0.393779
AC011748.1	0	0	0	0	0	0	0	0	0	0	0	0
AC011752.1	0	0	0	0	0	0	0	0	0	0	0	0
AC011753.5	0.486048	0.1689	0.985609	1.32493	0.205917	0	0.632092	0.370191	0.240107	0	0.930584	0.217811
AC011753.6	0	0	0	0	0	0	0	0	0	0	0	0
AC011754.1	0	0	0	0	0	0	0	0	0	0	0	0
AC011816.1	0	0	0	0	0	0	0	0	0	0	0	0
AC011893.3	0	0	0.118113	0	0	0	0	0	0	0	0	0
AC011897.2	0	0	0	0	0	0	0	0	0	0	0	0
AC011899.10	0	0	0	0	0	0	0	0	0	0	0	0
AC011899.9	0	0	0	0	0	0	0	0	0	0	0	0
AC011901.2	0	0	0	0	0	0	0	0	0	0	0	0
